"Imbalance settlement period CET/CEST","Generation / + Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Generation / - Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Price for consumption [Currency/MWh] - SCA|DE(TenneT GER)","Currency","Status","Total Imbalance [MWh] - SCA|DE(TenneT GER)","Difference","Situation","Status"
"13.01.2020 05:45 - 13.01.2020 06:00","n/e","n/e","n/e","n/e","n/e","34","-1","Deficit","Final"
"13.01.2020 06:00 - 13.01.2020 06:15","n/e","n/e","n/e","n/e","n/e","5","2","Surplus","Final"
"13.01.2020 06:15 - 13.01.2020 06:30","n/e","n/e","n/e","n/e","n/e","15","-2","Deficit","Final"
"13.01.2020 06:30 - 13.01.2020 06:45","n/e","n/e","n/e","n/e","n/e","78","-3","Deficit","Final"
"13.01.2020 06:45 - 13.01.2020 07:00","n/e","n/e","n/e","n/e","n/e","86","-7","Deficit","Final"
"13.01.2020 07:00 - 13.01.2020 07:15","n/e","n/e","n/e","n/e","n/e","116","0","Deficit","Final"
"13.01.2020 07:15 - 13.01.2020 07:30","n/e","n/e","n/e","n/e","n/e","76","-6","Deficit","Final"
"13.01.2020 07:30 - 13.01.2020 07:45","n/e","n/e","n/e","n/e","n/e","63","-1","Deficit","Final"
"13.01.2020 07:45 - 13.01.2020 08:00","n/e","n/e","n/e","n/e","n/e","26","-6","Surplus","Final"
"13.01.2020 08:00 - 13.01.2020 08:15","n/e","n/e","n/e","n/e","n/e","74","4","Surplus","Final"
"13.01.2020 08:15 - 13.01.2020 08:30","n/e","n/e","n/e","n/e","n/e","130","-3","Surplus","Final"
"13.01.2020 08:30 - 13.01.2020 08:45","n/e","n/e","n/e","n/e","n/e","157","-1","Surplus","Final"
"13.01.2020 08:45 - 13.01.2020 09:00","n/e","n/e","n/e","n/e","n/e","82","-1","Surplus","Final"
"13.01.2020 09:00 - 13.01.2020 09:15","n/e","n/e","n/e","n/e","n/e","72","0","Surplus","Final"
"13.01.2020 09:15 - 13.01.2020 09:30","n/e","n/e","n/e","n/e","n/e","67","3","Surplus","Final"
"13.01.2020 09:30 - 13.01.2020 09:45","n/e","n/e","n/e","n/e","n/e","7","0","Surplus","Final"
"13.01.2020 09:45 - 13.01.2020 10:00","n/e","n/e","n/e","n/e","n/e","40","2","Surplus","Final"
"13.01.2020 10:00 - 13.01.2020 10:15","n/e","n/e","n/e","n/e","n/e","20","-5","Surplus","Final"
"13.01.2020 10:15 - 13.01.2020 10:30","n/e","n/e","n/e","n/e","n/e","106","-1","Surplus","Final"
"13.01.2020 10:30 - 13.01.2020 10:45","n/e","n/e","n/e","n/e","n/e","55","-1","Surplus","Final"
"13.01.2020 10:45 - 13.01.2020 11:00","n/e","n/e","n/e","n/e","n/e","103","1","Surplus","Final"
"13.01.2020 11:00 - 13.01.2020 11:15","n/e","n/e","n/e","n/e","n/e","94","-5","Surplus","Final"
"13.01.2020 11:15 - 13.01.2020 11:30","n/e","n/e","n/e","n/e","n/e","163","0","Surplus","Final"
"13.01.2020 11:30 - 13.01.2020 11:45","n/e","n/e","n/e","n/e","n/e","117","-2","Surplus","Final"
"13.01.2020 11:45 - 13.01.2020 12:00","n/e","n/e","n/e","n/e","n/e","108","3","Surplus","Final"
"13.01.2020 12:00 - 13.01.2020 12:15","n/e","n/e","n/e","n/e","n/e","34","-3","Deficit","Final"
"13.01.2020 12:15 - 13.01.2020 12:30","n/e","n/e","n/e","n/e","n/e","50","3","Deficit","Final"
"13.01.2020 12:30 - 13.01.2020 12:45","n/e","n/e","n/e","n/e","n/e","88","3","Deficit","Final"
"13.01.2020 12:45 - 13.01.2020 13:00","n/e","n/e","n/e","n/e","n/e","80","6","Deficit","Final"
"13.01.2020 13:00 - 13.01.2020 13:15","n/e","n/e","n/e","n/e","n/e","19","-7","Deficit","Final"
"13.01.2020 13:15 - 13.01.2020 13:30","n/e","n/e","n/e","n/e","n/e","2","5","Surplus","Final"
"13.01.2020 13:30 - 13.01.2020 13:45","n/e","n/e","n/e","n/e","n/e","13","-2","Surplus","Final"
"13.01.2020 13:45 - 13.01.2020 14:00","n/e","n/e","n/e","n/e","n/e","60","4","Surplus","Final"
"13.01.2020 14:00 - 13.01.2020 14:15","n/e","n/e","n/e","n/e","n/e","39","-3","Deficit","Final"
"13.01.2020 14:15 - 13.01.2020 14:30","n/e","n/e","n/e","n/e","n/e","21","-6","Surplus","Final"
"13.01.2020 14:30 - 13.01.2020 14:45","n/e","n/e","n/e","n/e","n/e","85","-5","Surplus","Final"
"13.01.2020 14:45 - 13.01.2020 15:00","n/e","n/e","n/e","n/e","n/e","27","-3","Surplus","Final"
"13.01.2020 15:00 - 13.01.2020 15:15","n/e","n/e","n/e","n/e","n/e","43","2","Surplus","Final"
"13.01.2020 15:15 - 13.01.2020 15:30","n/e","n/e","n/e","n/e","n/e","40","-6","Surplus","Final"
"13.01.2020 15:30 - 13.01.2020 15:45","n/e","n/e","n/e","n/e","n/e","84","-6","Surplus","Final"
"13.01.2020 15:45 - 13.01.2020 16:00","n/e","n/e","n/e","n/e","n/e","118","-5","Surplus","Final"
"13.01.2020 16:00 - 13.01.2020 16:15","n/e","n/e","n/e","n/e","n/e","85","2","Surplus","Final"
"13.01.2020 16:15 - 13.01.2020 16:30","n/e","n/e","n/e","n/e","n/e","57","-6","Surplus","Final"
"13.01.2020 16:30 - 13.01.2020 16:45","n/e","n/e","n/e","n/e","n/e","89","-6","Surplus","Final"
"13.01.2020 16:45 - 13.01.2020 17:00","n/e","n/e","n/e","n/e","n/e","110","-5","Surplus","Final"
"13.01.2020 17:00 - 13.01.2020 17:15","n/e","n/e","n/e","n/e","n/e","101","-2","Surplus","Final"
"13.01.2020 17:15 - 13.01.2020 17:30","n/e","n/e","n/e","n/e","n/e","124","-4","Surplus","Final"
"13.01.2020 17:30 - 13.01.2020 17:45","n/e","n/e","n/e","n/e","n/e","136","-1","Surplus","Final"
"13.01.2020 17:45 - 13.01.2020 18:00","n/e","n/e","n/e","n/e","n/e","107","-1","Surplus","Final"
"13.01.2020 18:00 - 13.01.2020 18:15","n/e","n/e","n/e","n/e","n/e","143","-2","Surplus","Final"
"13.01.2020 18:15 - 13.01.2020 18:30","n/e","n/e","n/e","n/e","n/e","203","-3","Surplus","Final"
"13.01.2020 18:30 - 13.01.2020 18:45","n/e","n/e","n/e","n/e","n/e","200","0","Surplus","Final"
"13.01.2020 18:45 - 13.01.2020 19:00","n/e","n/e","n/e","n/e","n/e","169","0","Surplus","Final"
"13.01.2020 19:00 - 13.01.2020 19:15","n/e","n/e","n/e","n/e","n/e","77","-5","Surplus","Final"
"13.01.2020 19:15 - 13.01.2020 19:30","n/e","n/e","n/e","n/e","n/e","100","1","Surplus","Final"
"13.01.2020 19:30 - 13.01.2020 19:45","n/e","n/e","n/e","n/e","n/e","7","3","Deficit","Final"
"13.01.2020 19:45 - 13.01.2020 20:00","n/e","n/e","n/e","n/e","n/e","20","0","Surplus","Final"
"13.01.2020 20:00 - 13.01.2020 20:15","n/e","n/e","n/e","n/e","n/e","102","-9","Deficit","Final"
"13.01.2020 20:15 - 13.01.2020 20:30","n/e","n/e","n/e","n/e","n/e","0","1","Balanced","Final"
"13.01.2020 20:30 - 13.01.2020 20:45","n/e","n/e","n/e","n/e","n/e","89","2","Surplus","Final"
"13.01.2020 20:45 - 13.01.2020 21:00","n/e","n/e","n/e","n/e","n/e","142","0","Surplus","Final"
"13.01.2020 21:00 - 13.01.2020 21:15","n/e","n/e","n/e","n/e","n/e","12","-5","Deficit","Final"
"13.01.2020 21:15 - 13.01.2020 21:30","n/e","n/e","n/e","n/e","n/e","32","2","Deficit","Final"
"13.01.2020 21:30 - 13.01.2020 21:45","n/e","n/e","n/e","n/e","n/e","11","-1","Surplus","Final"
"13.01.2020 21:45 - 13.01.2020 22:00","n/e","n/e","n/e","n/e","n/e","6","5","Surplus","Final"
"13.01.2020 22:00 - 13.01.2020 22:15","n/e","n/e","n/e","n/e","n/e","198","-1","Deficit","Final"
"13.01.2020 22:15 - 13.01.2020 22:30","n/e","n/e","n/e","n/e","n/e","159","2","Deficit","Final"
"13.01.2020 22:30 - 13.01.2020 22:45","n/e","n/e","n/e","n/e","n/e","177","2","Deficit","Final"
"13.01.2020 22:45 - 13.01.2020 23:00","n/e","n/e","n/e","n/e","n/e","8","5","Deficit","Final"
"13.01.2020 23:00 - 13.01.2020 23:15","n/e","n/e","n/e","n/e","n/e","2","2","Surplus","Final"
"13.01.2020 23:15 - 13.01.2020 23:30","n/e","n/e","n/e","n/e","n/e","55","9","Deficit","Final"
"13.01.2020 23:30 - 13.01.2020 23:45","n/e","n/e","n/e","n/e","n/e","77","4","Deficit","Final"
"13.01.2020 23:45 - 14.01.2020 00:00","n/e","n/e","n/e","n/e","n/e","132","7","Deficit","Final"
"14.01.2020 00:00 - 14.01.2020 00:15","n/e","n/e","n/e","n/e","n/e","163","-18","Deficit","Final"
"14.01.2020 00:15 - 14.01.2020 00:30","n/e","n/e","n/e","n/e","n/e","174","9","Deficit","Final"
"14.01.2020 00:30 - 14.01.2020 00:45","n/e","n/e","n/e","n/e","n/e","191","7","Deficit","Final"
"14.01.2020 00:45 - 14.01.2020 01:00","n/e","n/e","n/e","n/e","n/e","169","11","Deficit","Final"
"14.01.2020 01:00 - 14.01.2020 01:15","n/e","n/e","n/e","n/e","n/e","151","-4","Deficit","Final"
"14.01.2020 01:15 - 14.01.2020 01:30","n/e","n/e","n/e","n/e","n/e","173","6","Deficit","Final"
"14.01.2020 01:30 - 14.01.2020 01:45","n/e","n/e","n/e","n/e","n/e","171","2","Deficit","Final"
"14.01.2020 01:45 - 14.01.2020 02:00","n/e","n/e","n/e","n/e","n/e","161","4","Deficit","Final"
"14.01.2020 02:00 - 14.01.2020 02:15","n/e","n/e","n/e","n/e","n/e","147","-3","Deficit","Final"
"14.01.2020 02:15 - 14.01.2020 02:30","n/e","n/e","n/e","n/e","n/e","117","1","Deficit","Final"
"14.01.2020 02:30 - 14.01.2020 02:45","n/e","n/e","n/e","n/e","n/e","94","-3","Deficit","Final"
"14.01.2020 02:45 - 14.01.2020 03:00","n/e","n/e","n/e","n/e","n/e","84","1","Deficit","Final"
"14.01.2020 03:00 - 14.01.2020 03:15","n/e","n/e","n/e","n/e","n/e","100","-3","Deficit","Final"
"14.01.2020 03:15 - 14.01.2020 03:30","n/e","n/e","n/e","n/e","n/e","134","2","Deficit","Final"
"14.01.2020 03:30 - 14.01.2020 03:45","n/e","n/e","n/e","n/e","n/e","138","1","Deficit","Final"
"14.01.2020 03:45 - 14.01.2020 04:00","n/e","n/e","n/e","n/e","n/e","128","2","Deficit","Final"
"14.01.2020 04:00 - 14.01.2020 04:15","n/e","n/e","n/e","n/e","n/e","115","2","Deficit","Final"
"14.01.2020 04:15 - 14.01.2020 04:30","n/e","n/e","n/e","n/e","n/e","98","0","Deficit","Final"
"14.01.2020 04:30 - 14.01.2020 04:45","n/e","n/e","n/e","n/e","n/e","112","0","Deficit","Final"
"14.01.2020 04:45 - 14.01.2020 05:00","n/e","n/e","n/e","n/e","n/e","148","0","Deficit","Final"
"14.01.2020 05:00 - 14.01.2020 05:15","n/e","n/e","n/e","n/e","n/e","85","-1","Deficit","Final"
"14.01.2020 05:15 - 14.01.2020 05:30","n/e","n/e","n/e","n/e","n/e","108","-1","Deficit","Final"
"14.01.2020 05:30 - 14.01.2020 05:45","n/e","n/e","n/e","n/e","n/e","75","-4","Deficit","Final"
"14.01.2020 05:45 - 14.01.2020 06:00","n/e","n/e","n/e","n/e","n/e","58","-1","Deficit","Final"
"14.01.2020 06:00 - 14.01.2020 06:15","n/e","n/e","n/e","n/e","n/e","107","5","Deficit","Final"
"14.01.2020 06:15 - 14.01.2020 06:30","n/e","n/e","n/e","n/e","n/e","185","-5","Deficit","Final"
"14.01.2020 06:30 - 14.01.2020 06:45","n/e","n/e","n/e","n/e","n/e","141","-9","Deficit","Final"
"14.01.2020 06:45 - 14.01.2020 07:00","n/e","n/e","n/e","n/e","n/e","146","-5","Deficit","Final"
"14.01.2020 07:00 - 14.01.2020 07:15","n/e","n/e","n/e","n/e","n/e","95","3","Deficit","Final"
"14.01.2020 07:15 - 14.01.2020 07:30","n/e","n/e","n/e","n/e","n/e","164","-2","Deficit","Final"
"14.01.2020 07:30 - 14.01.2020 07:45","n/e","n/e","n/e","n/e","n/e","171","-5","Deficit","Final"
"14.01.2020 07:45 - 14.01.2020 08:00","n/e","n/e","n/e","n/e","n/e","104","-7","Deficit","Final"
"14.01.2020 08:00 - 14.01.2020 08:15","n/e","n/e","n/e","n/e","n/e","136","-1","Deficit","Final"
"14.01.2020 08:15 - 14.01.2020 08:30","n/e","n/e","n/e","n/e","n/e","104","0","Deficit","Final"
"14.01.2020 08:30 - 14.01.2020 08:45","n/e","n/e","n/e","n/e","n/e","3","1","Deficit","Final"
"14.01.2020 08:45 - 14.01.2020 09:00","n/e","n/e","n/e","n/e","n/e","19","2","Surplus","Final"
"14.01.2020 09:00 - 14.01.2020 09:15","n/e","n/e","n/e","n/e","n/e","27","3","Deficit","Final"
"14.01.2020 09:15 - 14.01.2020 09:30","n/e","n/e","n/e","n/e","n/e","76","4","Surplus","Final"
"14.01.2020 09:30 - 14.01.2020 09:45","n/e","n/e","n/e","n/e","n/e","74","6","Surplus","Final"
"14.01.2020 09:45 - 14.01.2020 10:00","n/e","n/e","n/e","n/e","n/e","65","14","Surplus","Final"
"14.01.2020 10:00 - 14.01.2020 10:15","n/e","n/e","n/e","n/e","n/e","102","-2","Surplus","Final"
"14.01.2020 10:15 - 14.01.2020 10:30","n/e","n/e","n/e","n/e","n/e","34","1","Surplus","Final"
"14.01.2020 10:30 - 14.01.2020 10:45","n/e","n/e","n/e","n/e","n/e","26","2","Surplus","Final"
"14.01.2020 10:45 - 14.01.2020 11:00","n/e","n/e","n/e","n/e","n/e","116","10","Surplus","Final"
"14.01.2020 11:00 - 14.01.2020 11:15","n/e","n/e","n/e","n/e","n/e","91","-7","Surplus","Final"
"14.01.2020 11:15 - 14.01.2020 11:30","n/e","n/e","n/e","n/e","n/e","94","-1","Surplus","Final"
"14.01.2020 11:30 - 14.01.2020 11:45","n/e","n/e","n/e","n/e","n/e","85","-1","Surplus","Final"
"14.01.2020 11:45 - 14.01.2020 12:00","n/e","n/e","n/e","n/e","n/e","132","5","Surplus","Final"
"14.01.2020 12:00 - 14.01.2020 12:15","n/e","n/e","n/e","n/e","n/e","102","-5","Surplus","Final"
"14.01.2020 12:15 - 14.01.2020 12:30","n/e","n/e","n/e","n/e","n/e","147","1","Surplus","Final"
"14.01.2020 12:30 - 14.01.2020 12:45","n/e","n/e","n/e","n/e","n/e","168","-1","Surplus","Final"
"14.01.2020 12:45 - 14.01.2020 13:00","n/e","n/e","n/e","n/e","n/e","141","2","Surplus","Final"
"14.01.2020 13:00 - 14.01.2020 13:15","n/e","n/e","n/e","n/e","n/e","187","-6","Surplus","Final"
"14.01.2020 13:15 - 14.01.2020 13:30","n/e","n/e","n/e","n/e","n/e","144","-1","Surplus","Final"
"14.01.2020 13:30 - 14.01.2020 13:45","n/e","n/e","n/e","n/e","n/e","117","0","Surplus","Final"
"14.01.2020 13:45 - 14.01.2020 14:00","n/e","n/e","n/e","n/e","n/e","111","2","Surplus","Final"
"14.01.2020 14:00 - 14.01.2020 14:15","n/e","n/e","n/e","n/e","n/e","39","-9","Deficit","Final"
"14.01.2020 14:15 - 14.01.2020 14:30","n/e","n/e","n/e","n/e","n/e","89","-4","Deficit","Final"
"14.01.2020 14:30 - 14.01.2020 14:45","n/e","n/e","n/e","n/e","n/e","41","-2","Deficit","Final"
"14.01.2020 14:45 - 14.01.2020 15:00","n/e","n/e","n/e","n/e","n/e","25","2","Deficit","Final"
"14.01.2020 15:00 - 14.01.2020 15:15","n/e","n/e","n/e","n/e","n/e","0","10","Balanced","Final"
"14.01.2020 15:15 - 14.01.2020 15:30","n/e","n/e","n/e","n/e","n/e","18","-1","Deficit","Final"
"14.01.2020 15:30 - 14.01.2020 15:45","n/e","n/e","n/e","n/e","n/e","27","-5","Surplus","Final"
"14.01.2020 15:45 - 14.01.2020 16:00","n/e","n/e","n/e","n/e","n/e","110","2","Surplus","Final"
"14.01.2020 16:00 - 14.01.2020 16:15","n/e","n/e","n/e","n/e","n/e","39","4","Surplus","Final"
"14.01.2020 16:15 - 14.01.2020 16:30","n/e","n/e","n/e","n/e","n/e","15","-5","Deficit","Final"
"14.01.2020 16:30 - 14.01.2020 16:45","n/e","n/e","n/e","n/e","n/e","52","-6","Deficit","Final"
"14.01.2020 16:45 - 14.01.2020 17:00","n/e","n/e","n/e","n/e","n/e","9","-7","Deficit","Final"
"14.01.2020 17:00 - 14.01.2020 17:15","n/e","n/e","n/e","n/e","n/e","52","13","Surplus","Final"
"14.01.2020 17:15 - 14.01.2020 17:30","n/e","n/e","n/e","n/e","n/e","15","-3","Surplus","Final"
"14.01.2020 17:30 - 14.01.2020 17:45","n/e","n/e","n/e","n/e","n/e","74","-2","Surplus","Final"
"14.01.2020 17:45 - 14.01.2020 18:00","n/e","n/e","n/e","n/e","n/e","49","-2","Surplus","Final"
"14.01.2020 18:00 - 14.01.2020 18:15","n/e","n/e","n/e","n/e","n/e","183","1","Deficit","Final"
"14.01.2020 18:15 - 14.01.2020 18:30","n/e","n/e","n/e","n/e","n/e","311","-3","Deficit","Final"
"14.01.2020 18:30 - 14.01.2020 18:45","n/e","n/e","n/e","n/e","n/e","467","1","Deficit","Final"
"14.01.2020 18:45 - 14.01.2020 19:00","n/e","n/e","n/e","n/e","n/e","497","3","Deficit","Final"
"14.01.2020 19:00 - 14.01.2020 19:15","n/e","n/e","n/e","n/e","n/e","375","-6","Deficit","Final"
"14.01.2020 19:15 - 14.01.2020 19:30","n/e","n/e","n/e","n/e","n/e","335","6","Deficit","Final"
"14.01.2020 19:30 - 14.01.2020 19:45","n/e","n/e","n/e","n/e","n/e","462","1","Deficit","Final"
"14.01.2020 19:45 - 14.01.2020 20:00","n/e","n/e","n/e","n/e","n/e","536","2","Deficit","Final"
"14.01.2020 20:00 - 14.01.2020 20:15","n/e","n/e","n/e","n/e","n/e","373","-7","Deficit","Final"
"14.01.2020 20:15 - 14.01.2020 20:30","n/e","n/e","n/e","n/e","n/e","348","1","Deficit","Final"
"14.01.2020 20:30 - 14.01.2020 20:45","n/e","n/e","n/e","n/e","n/e","354","-1","Deficit","Final"
"14.01.2020 20:45 - 14.01.2020 21:00","n/e","n/e","n/e","n/e","n/e","326","3","Deficit","Final"
"14.01.2020 21:00 - 14.01.2020 21:15","n/e","n/e","n/e","n/e","n/e","263","-6","Deficit","Final"
"14.01.2020 21:15 - 14.01.2020 21:30","n/e","n/e","n/e","n/e","n/e","270","2","Deficit","Final"
"14.01.2020 21:30 - 14.01.2020 21:45","n/e","n/e","n/e","n/e","n/e","255","1","Deficit","Final"
"14.01.2020 21:45 - 14.01.2020 22:00","n/e","n/e","n/e","n/e","n/e","125","8","Deficit","Final"
"14.01.2020 22:00 - 14.01.2020 22:15","n/e","n/e","n/e","n/e","n/e","182","-9","Deficit","Final"
"14.01.2020 22:15 - 14.01.2020 22:30","n/e","n/e","n/e","n/e","n/e","117","2","Deficit","Final"
"14.01.2020 22:30 - 14.01.2020 22:45","n/e","n/e","n/e","n/e","n/e","23","1","Deficit","Final"
"14.01.2020 22:45 - 14.01.2020 23:00","n/e","n/e","n/e","n/e","n/e","36","8","Deficit","Final"
"14.01.2020 23:00 - 14.01.2020 23:15","n/e","n/e","n/e","n/e","n/e","71","-2","Surplus","Final"
"14.01.2020 23:15 - 14.01.2020 23:30","n/e","n/e","n/e","n/e","n/e","80","2","Surplus","Final"
"14.01.2020 23:30 - 14.01.2020 23:45","n/e","n/e","n/e","n/e","n/e","2","2","Surplus","Final"
"14.01.2020 23:45 - 15.01.2020 00:00","n/e","n/e","n/e","n/e","n/e","132","2","Surplus","Final"
"15.01.2020 00:00 - 15.01.2020 00:15","n/e","n/e","n/e","n/e","n/e","83","-10","Surplus","Final"
"15.01.2020 00:15 - 15.01.2020 00:30","n/e","n/e","n/e","n/e","n/e","84","-13","Surplus","Final"
"15.01.2020 00:30 - 15.01.2020 00:45","n/e","n/e","n/e","n/e","n/e","61","0","Surplus","Final"
"15.01.2020 00:45 - 15.01.2020 01:00","n/e","n/e","n/e","n/e","n/e","74","1","Surplus","Final"
"15.01.2020 01:00 - 15.01.2020 01:15","n/e","n/e","n/e","n/e","n/e","48","-11","Deficit","Final"
"15.01.2020 01:15 - 15.01.2020 01:30","n/e","n/e","n/e","n/e","n/e","77","-1","Deficit","Final"
"15.01.2020 01:30 - 15.01.2020 01:45","n/e","n/e","n/e","n/e","n/e","78","0","Deficit","Final"
"15.01.2020 01:45 - 15.01.2020 02:00","n/e","n/e","n/e","n/e","n/e","63","7","Deficit","Final"
"15.01.2020 02:00 - 15.01.2020 02:15","n/e","n/e","n/e","n/e","n/e","116","-2","Deficit","Final"
"15.01.2020 02:15 - 15.01.2020 02:30","n/e","n/e","n/e","n/e","n/e","30","3","Deficit","Final"
"15.01.2020 02:30 - 15.01.2020 02:45","n/e","n/e","n/e","n/e","n/e","51","5","Deficit","Final"
"15.01.2020 02:45 - 15.01.2020 03:00","n/e","n/e","n/e","n/e","n/e","100","5","Deficit","Final"
"15.01.2020 03:00 - 15.01.2020 03:15","n/e","n/e","n/e","n/e","n/e","21","-2","Surplus","Final"
"15.01.2020 03:15 - 15.01.2020 03:30","n/e","n/e","n/e","n/e","n/e","41","2","Deficit","Final"
"15.01.2020 03:30 - 15.01.2020 03:45","n/e","n/e","n/e","n/e","n/e","107","3","Deficit","Final"
"15.01.2020 03:45 - 15.01.2020 04:00","n/e","n/e","n/e","n/e","n/e","114","7","Deficit","Final"
"15.01.2020 04:00 - 15.01.2020 04:15","n/e","n/e","n/e","n/e","n/e","74","2","Deficit","Final"
"15.01.2020 04:15 - 15.01.2020 04:30","n/e","n/e","n/e","n/e","n/e","77","-3","Deficit","Final"
"15.01.2020 04:30 - 15.01.2020 04:45","n/e","n/e","n/e","n/e","n/e","122","-2","Deficit","Final"
"15.01.2020 04:45 - 15.01.2020 05:00","n/e","n/e","n/e","n/e","n/e","133","5","Deficit","Final"
"15.01.2020 05:00 - 15.01.2020 05:15","n/e","n/e","n/e","n/e","n/e","109","4","Deficit","Final"
"15.01.2020 05:15 - 15.01.2020 05:30","n/e","n/e","n/e","n/e","n/e","142","5","Deficit","Final"
"15.01.2020 05:30 - 15.01.2020 05:45","n/e","n/e","n/e","n/e","n/e","105","0","Deficit","Final"
"15.01.2020 05:45 - 15.01.2020 06:00","n/e","n/e","n/e","n/e","n/e","137","3","Deficit","Final"
"15.01.2020 06:00 - 15.01.2020 06:15","n/e","n/e","n/e","n/e","n/e","38","4","Deficit","Final"
"15.01.2020 06:15 - 15.01.2020 06:30","n/e","n/e","n/e","n/e","n/e","24","-4","Deficit","Final"
"15.01.2020 06:30 - 15.01.2020 06:45","n/e","n/e","n/e","n/e","n/e","122","-6","Deficit","Final"
"15.01.2020 06:45 - 15.01.2020 07:00","n/e","n/e","n/e","n/e","n/e","111","-4","Deficit","Final"
"15.01.2020 07:00 - 15.01.2020 07:15","n/e","n/e","n/e","n/e","n/e","35","1","Deficit","Final"
"15.01.2020 07:15 - 15.01.2020 07:30","n/e","n/e","n/e","n/e","n/e","7","0","Surplus","Final"
"15.01.2020 07:30 - 15.01.2020 07:45","n/e","n/e","n/e","n/e","n/e","51","-4","Deficit","Final"
"15.01.2020 07:45 - 15.01.2020 08:00","n/e","n/e","n/e","n/e","n/e","154","-15","Deficit","Final"
"15.01.2020 08:00 - 15.01.2020 08:15","n/e","n/e","n/e","n/e","n/e","271","2","Deficit","Final"
"15.01.2020 08:15 - 15.01.2020 08:30","n/e","n/e","n/e","n/e","n/e","279","-2","Deficit","Final"
"15.01.2020 08:30 - 15.01.2020 08:45","n/e","n/e","n/e","n/e","n/e","271","-3","Deficit","Final"
"15.01.2020 08:45 - 15.01.2020 09:00","n/e","n/e","n/e","n/e","n/e","161","0","Deficit","Final"
"15.01.2020 09:00 - 15.01.2020 09:15","n/e","n/e","n/e","n/e","n/e","347","0","Deficit","Final"
"15.01.2020 09:15 - 15.01.2020 09:30","n/e","n/e","n/e","n/e","n/e","137","-2","Deficit","Final"
"15.01.2020 09:30 - 15.01.2020 09:45","n/e","n/e","n/e","n/e","n/e","53","3","Deficit","Final"
"15.01.2020 09:45 - 15.01.2020 10:00","n/e","n/e","n/e","n/e","n/e","37","1","Deficit","Final"
"15.01.2020 10:00 - 15.01.2020 10:15","n/e","n/e","n/e","n/e","n/e","105","-5","Surplus","Final"
"15.01.2020 10:15 - 15.01.2020 10:30","n/e","n/e","n/e","n/e","n/e","181","3","Surplus","Final"
"15.01.2020 10:30 - 15.01.2020 10:45","n/e","n/e","n/e","n/e","n/e","330","-2","Surplus","Final"
"15.01.2020 10:45 - 15.01.2020 11:00","n/e","n/e","n/e","n/e","n/e","334","-3","Surplus","Final"
"15.01.2020 11:00 - 15.01.2020 11:15","n/e","n/e","n/e","n/e","n/e","247","-3","Surplus","Final"
"15.01.2020 11:15 - 15.01.2020 11:30","n/e","n/e","n/e","n/e","n/e","234","2","Surplus","Final"
"15.01.2020 11:30 - 15.01.2020 11:45","n/e","n/e","n/e","n/e","n/e","248","-2","Surplus","Final"
"15.01.2020 11:45 - 15.01.2020 12:00","n/e","n/e","n/e","n/e","n/e","225","4","Surplus","Final"
"15.01.2020 12:00 - 15.01.2020 12:15","n/e","n/e","n/e","n/e","n/e","72","0","Surplus","Final"
"15.01.2020 12:15 - 15.01.2020 12:30","n/e","n/e","n/e","n/e","n/e","1","0","Deficit","Final"
"15.01.2020 12:30 - 15.01.2020 12:45","n/e","n/e","n/e","n/e","n/e","69","-2","Deficit","Final"
"15.01.2020 12:45 - 15.01.2020 13:00","n/e","n/e","n/e","n/e","n/e","9","4","Surplus","Final"
"15.01.2020 13:00 - 15.01.2020 13:15","n/e","n/e","n/e","n/e","n/e","16","-6","Surplus","Final"
"15.01.2020 13:15 - 15.01.2020 13:30","n/e","n/e","n/e","n/e","n/e","69","-4","Surplus","Final"
"15.01.2020 13:30 - 15.01.2020 13:45","n/e","n/e","n/e","n/e","n/e","8","-3","Surplus","Final"
"15.01.2020 13:45 - 15.01.2020 14:00","n/e","n/e","n/e","n/e","n/e","32","0","Deficit","Final"
"15.01.2020 14:00 - 15.01.2020 14:15","n/e","n/e","n/e","n/e","n/e","125","-6","Deficit","Final"
"15.01.2020 14:15 - 15.01.2020 14:30","n/e","n/e","n/e","n/e","n/e","36","-5","Deficit","Final"
"15.01.2020 14:30 - 15.01.2020 14:45","n/e","n/e","n/e","n/e","n/e","5","-4","Surplus","Final"
"15.01.2020 14:45 - 15.01.2020 15:00","n/e","n/e","n/e","n/e","n/e","79","-3","Surplus","Final"
"15.01.2020 15:00 - 15.01.2020 15:15","n/e","n/e","n/e","n/e","n/e","4","-2","Surplus","Final"
"15.01.2020 15:15 - 15.01.2020 15:30","n/e","n/e","n/e","n/e","n/e","54","-4","Surplus","Final"
"15.01.2020 15:30 - 15.01.2020 15:45","n/e","n/e","n/e","n/e","n/e","27","-8","Deficit","Final"
"15.01.2020 15:45 - 15.01.2020 16:00","n/e","n/e","n/e","n/e","n/e","1","-7","Surplus","Final"
"15.01.2020 16:00 - 15.01.2020 16:15","n/e","n/e","n/e","n/e","n/e","15","8","Deficit","Final"
"15.01.2020 16:15 - 15.01.2020 16:30","n/e","n/e","n/e","n/e","n/e","3","-7","Surplus","Final"
"15.01.2020 16:30 - 15.01.2020 16:45","n/e","n/e","n/e","n/e","n/e","34","-10","Surplus","Final"
