"Imbalance settlement period CET/CEST","Generation / + Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Generation / - Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Price for consumption [Currency/MWh] - SCA|DE(TenneT GER)","Currency","Status","Total Imbalance [MWh] - SCA|DE(TenneT GER)","Difference","Situation","Status"
"13.02.2022 14:00 - 13.02.2022 14:15","n/e","n/e","n/e","n/e","n/e","122","-2","Surplus","Final"
"13.02.2022 14:15 - 13.02.2022 14:30","n/e","n/e","n/e","n/e","n/e","90","-5","Surplus","Final"
"13.02.2022 14:30 - 13.02.2022 14:45","n/e","n/e","n/e","n/e","n/e","64","-5","Surplus","Final"
"13.02.2022 14:45 - 13.02.2022 15:00","n/e","n/e","n/e","n/e","n/e","58","-3","Surplus","Final"
"13.02.2022 15:00 - 13.02.2022 15:15","n/e","n/e","n/e","n/e","n/e","23","-7","Surplus","Final"
"13.02.2022 15:15 - 13.02.2022 15:30","n/e","n/e","n/e","n/e","n/e","122","-4","Surplus","Final"
"13.02.2022 15:30 - 13.02.2022 15:45","n/e","n/e","n/e","n/e","n/e","47","-8","Surplus","Final"
"13.02.2022 15:45 - 13.02.2022 16:00","n/e","n/e","n/e","n/e","n/e","74","-9","Surplus","Final"
"13.02.2022 16:00 - 13.02.2022 16:15","n/e","n/e","n/e","n/e","n/e","40","4","Surplus","Final"
"13.02.2022 16:15 - 13.02.2022 16:30","n/e","n/e","n/e","n/e","n/e","10","-9","Deficit","Final"
"13.02.2022 16:30 - 13.02.2022 16:45","n/e","n/e","n/e","n/e","n/e","12","-8","Deficit","Final"
"13.02.2022 16:45 - 13.02.2022 17:00","n/e","n/e","n/e","n/e","n/e","46","-8","Surplus","Final"
"13.02.2022 17:00 - 13.02.2022 17:15","n/e","n/e","n/e","n/e","n/e","103","14","Surplus","Final"
"13.02.2022 17:15 - 13.02.2022 17:30","n/e","n/e","n/e","n/e","n/e","76","-4","Surplus","Final"
"13.02.2022 17:30 - 13.02.2022 17:45","n/e","n/e","n/e","n/e","n/e","6","-9","Deficit","Final"
"13.02.2022 17:45 - 13.02.2022 18:00","n/e","n/e","n/e","n/e","n/e","17","-17","Deficit","Final"
"13.02.2022 18:00 - 13.02.2022 18:15","n/e","n/e","n/e","n/e","n/e","97","3","Deficit","Final"
"13.02.2022 18:15 - 13.02.2022 18:30","n/e","n/e","n/e","n/e","n/e","62","-3","Deficit","Final"
"13.02.2022 18:30 - 13.02.2022 18:45","n/e","n/e","n/e","n/e","n/e","18","1","Surplus","Final"
"13.02.2022 18:45 - 13.02.2022 19:00","n/e","n/e","n/e","n/e","n/e","41","-1","Deficit","Final"
"13.02.2022 19:00 - 13.02.2022 19:15","n/e","n/e","n/e","n/e","n/e","59","-10","Deficit","Final"
"13.02.2022 19:15 - 13.02.2022 19:30","n/e","n/e","n/e","n/e","n/e","55","-2","Deficit","Final"
"13.02.2022 19:30 - 13.02.2022 19:45","n/e","n/e","n/e","n/e","n/e","63","-3","Deficit","Final"
"13.02.2022 19:45 - 13.02.2022 20:00","n/e","n/e","n/e","n/e","n/e","65","-2","Deficit","Final"
"13.02.2022 20:00 - 13.02.2022 20:15","n/e","n/e","n/e","n/e","n/e","140","-9","Deficit","Final"
"13.02.2022 20:15 - 13.02.2022 20:30","n/e","n/e","n/e","n/e","n/e","96","2","Deficit","Final"
"13.02.2022 20:30 - 13.02.2022 20:45","n/e","n/e","n/e","n/e","n/e","64","1","Deficit","Final"
"13.02.2022 20:45 - 13.02.2022 21:00","n/e","n/e","n/e","n/e","n/e","20","0","Deficit","Final"
"13.02.2022 21:00 - 13.02.2022 21:15","n/e","n/e","n/e","n/e","n/e","10","-13","Surplus","Final"
"13.02.2022 21:15 - 13.02.2022 21:30","n/e","n/e","n/e","n/e","n/e","44","1","Surplus","Final"
"13.02.2022 21:30 - 13.02.2022 21:45","n/e","n/e","n/e","n/e","n/e","41","4","Surplus","Final"
"13.02.2022 21:45 - 13.02.2022 22:00","n/e","n/e","n/e","n/e","n/e","74","5","Surplus","Final"
"13.02.2022 22:00 - 13.02.2022 22:15","n/e","n/e","n/e","n/e","n/e","124","-10","Deficit","Final"
"13.02.2022 22:15 - 13.02.2022 22:30","n/e","n/e","n/e","n/e","n/e","120","-1","Deficit","Final"
"13.02.2022 22:30 - 13.02.2022 22:45","n/e","n/e","n/e","n/e","n/e","108","-4","Deficit","Final"
"13.02.2022 22:45 - 13.02.2022 23:00","n/e","n/e","n/e","n/e","n/e","66","4","Deficit","Final"
"13.02.2022 23:00 - 13.02.2022 23:15","n/e","n/e","n/e","n/e","n/e","78","-8","Deficit","Final"
"13.02.2022 23:15 - 13.02.2022 23:30","n/e","n/e","n/e","n/e","n/e","76","1","Deficit","Final"
"13.02.2022 23:30 - 13.02.2022 23:45","n/e","n/e","n/e","n/e","n/e","104","1","Deficit","Final"
"13.02.2022 23:45 - 14.02.2022 00:00","n/e","n/e","n/e","n/e","n/e","68","4","Deficit","Final"
"14.02.2022 00:00 - 14.02.2022 00:15","n/e","n/e","n/e","n/e","n/e","11","-30","Deficit","Final"
"14.02.2022 00:15 - 14.02.2022 00:30","n/e","n/e","n/e","n/e","n/e","28","7","Deficit","Final"
"14.02.2022 00:30 - 14.02.2022 00:45","n/e","n/e","n/e","n/e","n/e","8","7","Deficit","Final"
"14.02.2022 00:45 - 14.02.2022 01:00","n/e","n/e","n/e","n/e","n/e","34","2","Deficit","Final"
"14.02.2022 01:00 - 14.02.2022 01:15","n/e","n/e","n/e","n/e","n/e","4","-16","Surplus","Final"
"14.02.2022 01:15 - 14.02.2022 01:30","n/e","n/e","n/e","n/e","n/e","25","-1","Deficit","Final"
"14.02.2022 01:30 - 14.02.2022 01:45","n/e","n/e","n/e","n/e","n/e","6","0","Deficit","Final"
"14.02.2022 01:45 - 14.02.2022 02:00","n/e","n/e","n/e","n/e","n/e","24","7","Surplus","Final"
"14.02.2022 02:00 - 14.02.2022 02:15","n/e","n/e","n/e","n/e","n/e","16","-2","Deficit","Final"
"14.02.2022 02:15 - 14.02.2022 02:30","n/e","n/e","n/e","n/e","n/e","11","-1","Surplus","Final"
"14.02.2022 02:30 - 14.02.2022 02:45","n/e","n/e","n/e","n/e","n/e","26","0","Surplus","Final"
"14.02.2022 02:45 - 14.02.2022 03:00","n/e","n/e","n/e","n/e","n/e","15","-1","Surplus","Final"
"14.02.2022 03:00 - 14.02.2022 03:15","n/e","n/e","n/e","n/e","n/e","18","-9","Surplus","Final"
"14.02.2022 03:15 - 14.02.2022 03:30","n/e","n/e","n/e","n/e","n/e","32","-3","Deficit","Final"
"14.02.2022 03:30 - 14.02.2022 03:45","n/e","n/e","n/e","n/e","n/e","2","-1","Deficit","Final"
"14.02.2022 03:45 - 14.02.2022 04:00","n/e","n/e","n/e","n/e","n/e","1","1","Surplus","Final"
"14.02.2022 04:00 - 14.02.2022 04:15","n/e","n/e","n/e","n/e","n/e","46","2","Deficit","Final"
"14.02.2022 04:15 - 14.02.2022 04:30","n/e","n/e","n/e","n/e","n/e","11","0","Surplus","Final"
"14.02.2022 04:30 - 14.02.2022 04:45","n/e","n/e","n/e","n/e","n/e","34","-2","Deficit","Final"
"14.02.2022 04:45 - 14.02.2022 05:00","n/e","n/e","n/e","n/e","n/e","24","2","Deficit","Final"
"14.02.2022 05:00 - 14.02.2022 05:15","n/e","n/e","n/e","n/e","n/e","61","9","Deficit","Final"
"14.02.2022 05:15 - 14.02.2022 05:30","n/e","n/e","n/e","n/e","n/e","72","0","Deficit","Final"
"14.02.2022 05:30 - 14.02.2022 05:45","n/e","n/e","n/e","n/e","n/e","65","-6","Deficit","Final"
"14.02.2022 05:45 - 14.02.2022 06:00","n/e","n/e","n/e","n/e","n/e","46","-2","Deficit","Final"
"14.02.2022 06:00 - 14.02.2022 06:15","n/e","n/e","n/e","n/e","n/e","53","11","Surplus","Final"
"14.02.2022 06:15 - 14.02.2022 06:30","n/e","n/e","n/e","n/e","n/e","24","-1","Deficit","Final"
"14.02.2022 06:30 - 14.02.2022 06:45","n/e","n/e","n/e","n/e","n/e","50","-8","Deficit","Final"
"14.02.2022 06:45 - 14.02.2022 07:00","n/e","n/e","n/e","n/e","n/e","70","-11","Deficit","Final"
"14.02.2022 07:00 - 14.02.2022 07:15","n/e","n/e","n/e","n/e","n/e","47","8","Deficit","Final"
"14.02.2022 07:15 - 14.02.2022 07:30","n/e","n/e","n/e","n/e","n/e","64","-2","Deficit","Final"
"14.02.2022 07:30 - 14.02.2022 07:45","n/e","n/e","n/e","n/e","n/e","79","-3","Deficit","Final"
"14.02.2022 07:45 - 14.02.2022 08:00","n/e","n/e","n/e","n/e","n/e","15","4","Deficit","Final"
"14.02.2022 08:00 - 14.02.2022 08:15","n/e","n/e","n/e","n/e","n/e","107","13","Surplus","Final"
"14.02.2022 08:15 - 14.02.2022 08:30","n/e","n/e","n/e","n/e","n/e","105","-3","Surplus","Final"
"14.02.2022 08:30 - 14.02.2022 08:45","n/e","n/e","n/e","n/e","n/e","18","0","Deficit","Final"
"14.02.2022 08:45 - 14.02.2022 09:00","n/e","n/e","n/e","n/e","n/e","64","0","Deficit","Final"
"14.02.2022 09:00 - 14.02.2022 09:15","n/e","n/e","n/e","n/e","n/e","66","-8","Deficit","Final"
"14.02.2022 09:15 - 14.02.2022 09:30","n/e","n/e","n/e","n/e","n/e","45","6","Deficit","Final"
"14.02.2022 09:30 - 14.02.2022 09:45","n/e","n/e","n/e","n/e","n/e","25","4","Deficit","Final"
"14.02.2022 09:45 - 14.02.2022 10:00","n/e","n/e","n/e","n/e","n/e","49","8","Deficit","Final"
"14.02.2022 10:00 - 14.02.2022 10:15","n/e","n/e","n/e","n/e","n/e","68","-7","Surplus","Final"
"14.02.2022 10:15 - 14.02.2022 10:30","n/e","n/e","n/e","n/e","n/e","75","-3","Surplus","Final"
"14.02.2022 10:30 - 14.02.2022 10:45","n/e","n/e","n/e","n/e","n/e","53","7","Surplus","Final"
"14.02.2022 10:45 - 14.02.2022 11:00","n/e","n/e","n/e","n/e","n/e","42","4","Surplus","Final"
"14.02.2022 11:00 - 14.02.2022 11:15","n/e","n/e","n/e","n/e","n/e","47","-10","Surplus","Final"
"14.02.2022 11:15 - 14.02.2022 11:30","n/e","n/e","n/e","n/e","n/e","95","4","Surplus","Final"
"14.02.2022 11:30 - 14.02.2022 11:45","n/e","n/e","n/e","n/e","n/e","41","3","Surplus","Final"
"14.02.2022 11:45 - 14.02.2022 12:00","n/e","n/e","n/e","n/e","n/e","43","2","Surplus","Final"
"14.02.2022 12:00 - 14.02.2022 12:15","n/e","n/e","n/e","n/e","n/e","36","4","Deficit","Final"
"14.02.2022 12:15 - 14.02.2022 12:30","n/e","n/e","n/e","n/e","n/e","118","8","Deficit","Final"
"14.02.2022 12:30 - 14.02.2022 12:45","n/e","n/e","n/e","n/e","n/e","136","5","Deficit","Final"
"14.02.2022 12:45 - 14.02.2022 13:00","n/e","n/e","n/e","n/e","n/e","101","3","Deficit","Final"
"14.02.2022 13:00 - 14.02.2022 13:15","n/e","n/e","n/e","n/e","n/e","103","-11","Deficit","Final"
"14.02.2022 13:15 - 14.02.2022 13:30","n/e","n/e","n/e","n/e","n/e","148","-4","Deficit","Final"
"14.02.2022 13:30 - 14.02.2022 13:45","n/e","n/e","n/e","n/e","n/e","148","6","Deficit","Final"
"14.02.2022 13:45 - 14.02.2022 14:00","n/e","n/e","n/e","n/e","n/e","139","6","Deficit","Final"
"14.02.2022 14:00 - 14.02.2022 14:15","n/e","n/e","n/e","n/e","n/e","147","1","Deficit","Final"
"14.02.2022 14:15 - 14.02.2022 14:30","n/e","n/e","n/e","n/e","n/e","52","-3","Deficit","Final"
"14.02.2022 14:30 - 14.02.2022 14:45","n/e","n/e","n/e","n/e","n/e","27","-1","Surplus","Final"
"14.02.2022 14:45 - 14.02.2022 15:00","n/e","n/e","n/e","n/e","n/e","77","5","Surplus","Final"
"14.02.2022 15:00 - 14.02.2022 15:15","n/e","n/e","n/e","n/e","n/e","0","-1","Balanced","Final"
"14.02.2022 15:15 - 14.02.2022 15:30","n/e","n/e","n/e","n/e","n/e","30","-6","Deficit","Final"
"14.02.2022 15:30 - 14.02.2022 15:45","n/e","n/e","n/e","n/e","n/e","11","-7","Surplus","Final"
"14.02.2022 15:45 - 14.02.2022 16:00","n/e","n/e","n/e","n/e","n/e","66","2","Surplus","Final"
"14.02.2022 16:00 - 14.02.2022 16:15","n/e","n/e","n/e","n/e","n/e","102","8","Surplus","Final"
"14.02.2022 16:15 - 14.02.2022 16:30","n/e","n/e","n/e","n/e","n/e","87","1","Surplus","Final"
"14.02.2022 16:30 - 14.02.2022 16:45","n/e","n/e","n/e","n/e","n/e","116","-5","Surplus","Final"
"14.02.2022 16:45 - 14.02.2022 17:00","n/e","n/e","n/e","n/e","n/e","143","2","Surplus","Final"
"14.02.2022 17:00 - 14.02.2022 17:15","n/e","n/e","n/e","n/e","n/e","171","16","Surplus","Final"
"14.02.2022 17:15 - 14.02.2022 17:30","n/e","n/e","n/e","n/e","n/e","189","-4","Surplus","Final"
"14.02.2022 17:30 - 14.02.2022 17:45","n/e","n/e","n/e","n/e","n/e","132","-8","Surplus","Final"
"14.02.2022 17:45 - 14.02.2022 18:00","n/e","n/e","n/e","n/e","n/e","55","-8","Surplus","Final"
"14.02.2022 18:00 - 14.02.2022 18:15","n/e","n/e","n/e","n/e","n/e","22","-1","Surplus","Final"
"14.02.2022 18:15 - 14.02.2022 18:30","n/e","n/e","n/e","n/e","n/e","13","-1","Surplus","Final"
"14.02.2022 18:30 - 14.02.2022 18:45","n/e","n/e","n/e","n/e","n/e","54","-2","Surplus","Final"
"14.02.2022 18:45 - 14.02.2022 19:00","n/e","n/e","n/e","n/e","n/e","114","1","Surplus","Final"
"14.02.2022 19:00 - 14.02.2022 19:15","n/e","n/e","n/e","n/e","n/e","51","4","Surplus","Final"
"14.02.2022 19:15 - 14.02.2022 19:30","n/e","n/e","n/e","n/e","n/e","8","0","Deficit","Final"
"14.02.2022 19:30 - 14.02.2022 19:45","n/e","n/e","n/e","n/e","n/e","7","3","Deficit","Final"
"14.02.2022 19:45 - 14.02.2022 20:00","n/e","n/e","n/e","n/e","n/e","41","3","Deficit","Final"
"14.02.2022 20:00 - 14.02.2022 20:15","n/e","n/e","n/e","n/e","n/e","42","-2","Deficit","Final"
"14.02.2022 20:15 - 14.02.2022 20:30","n/e","n/e","n/e","n/e","n/e","25","2","Surplus","Final"
"14.02.2022 20:30 - 14.02.2022 20:45","n/e","n/e","n/e","n/e","n/e","82","1","Deficit","Final"
"14.02.2022 20:45 - 14.02.2022 21:00","n/e","n/e","n/e","n/e","n/e","56","2","Deficit","Final"
"14.02.2022 21:00 - 14.02.2022 21:15","n/e","n/e","n/e","n/e","n/e","2","-17","Deficit","Final"
"14.02.2022 21:15 - 14.02.2022 21:30","n/e","n/e","n/e","n/e","n/e","52","-8","Surplus","Final"
"14.02.2022 21:30 - 14.02.2022 21:45","n/e","n/e","n/e","n/e","n/e","80","3","Surplus","Final"
"14.02.2022 21:45 - 14.02.2022 22:00","n/e","n/e","n/e","n/e","n/e","134","11","Surplus","Final"
"14.02.2022 22:00 - 14.02.2022 22:15","n/e","n/e","n/e","n/e","n/e","12","-6","Deficit","Final"
"14.02.2022 22:15 - 14.02.2022 22:30","n/e","n/e","n/e","n/e","n/e","31","-3","Surplus","Final"
"14.02.2022 22:30 - 14.02.2022 22:45","n/e","n/e","n/e","n/e","n/e","101","-7","Surplus","Final"
"14.02.2022 22:45 - 14.02.2022 23:00","n/e","n/e","n/e","n/e","n/e","49","5","Surplus","Final"
"14.02.2022 23:00 - 14.02.2022 23:15","n/e","n/e","n/e","n/e","n/e","62","-8","Deficit","Final"
"14.02.2022 23:15 - 14.02.2022 23:30","n/e","n/e","n/e","n/e","n/e","7","7","Surplus","Final"
"14.02.2022 23:30 - 14.02.2022 23:45","n/e","n/e","n/e","n/e","n/e","27","-1","Surplus","Final"
"14.02.2022 23:45 - 15.02.2022 00:00","n/e","n/e","n/e","n/e","n/e","81","8","Surplus","Final"
"15.02.2022 00:00 - 15.02.2022 00:15","n/e","n/e","n/e","n/e","n/e","37","-14","Surplus","Final"
"15.02.2022 00:15 - 15.02.2022 00:30","n/e","n/e","n/e","n/e","n/e","16","2","Deficit","Final"
"15.02.2022 00:30 - 15.02.2022 00:45","n/e","n/e","n/e","n/e","n/e","38","0","Surplus","Final"
"15.02.2022 00:45 - 15.02.2022 01:00","n/e","n/e","n/e","n/e","n/e","41","7","Surplus","Final"
"15.02.2022 01:00 - 15.02.2022 01:15","n/e","n/e","n/e","n/e","n/e","28","-6","Deficit","Final"
"15.02.2022 01:15 - 15.02.2022 01:30","n/e","n/e","n/e","n/e","n/e","55","5","Deficit","Final"
"15.02.2022 01:30 - 15.02.2022 01:45","n/e","n/e","n/e","n/e","n/e","77","2","Deficit","Final"
"15.02.2022 01:45 - 15.02.2022 02:00","n/e","n/e","n/e","n/e","n/e","38","6","Deficit","Final"
"15.02.2022 02:00 - 15.02.2022 02:15","n/e","n/e","n/e","n/e","n/e","7","-4","Deficit","Final"
"15.02.2022 02:15 - 15.02.2022 02:30","n/e","n/e","n/e","n/e","n/e","5","6","Deficit","Final"
"15.02.2022 02:30 - 15.02.2022 02:45","n/e","n/e","n/e","n/e","n/e","16","-3","Surplus","Final"
"15.02.2022 02:45 - 15.02.2022 03:00","n/e","n/e","n/e","n/e","n/e","46","3","Deficit","Final"
"15.02.2022 03:00 - 15.02.2022 03:15","n/e","n/e","n/e","n/e","n/e","31","-2","Deficit","Final"
"15.02.2022 03:15 - 15.02.2022 03:30","n/e","n/e","n/e","n/e","n/e","69","-1","Deficit","Final"
"15.02.2022 03:30 - 15.02.2022 03:45","n/e","n/e","n/e","n/e","n/e","19","0","Deficit","Final"
"15.02.2022 03:45 - 15.02.2022 04:00","n/e","n/e","n/e","n/e","n/e","8","7","Deficit","Final"
"15.02.2022 04:00 - 15.02.2022 04:15","n/e","n/e","n/e","n/e","n/e","31","7","Surplus","Final"
"15.02.2022 04:15 - 15.02.2022 04:30","n/e","n/e","n/e","n/e","n/e","88","3","Surplus","Final"
"15.02.2022 04:30 - 15.02.2022 04:45","n/e","n/e","n/e","n/e","n/e","82","-2","Deficit","Final"
"15.02.2022 04:45 - 15.02.2022 05:00","n/e","n/e","n/e","n/e","n/e","140","-3","Deficit","Final"
"15.02.2022 05:00 - 15.02.2022 05:15","n/e","n/e","n/e","n/e","n/e","102","9","Deficit","Final"
"15.02.2022 05:15 - 15.02.2022 05:30","n/e","n/e","n/e","n/e","n/e","120","-1","Deficit","Final"
"15.02.2022 05:30 - 15.02.2022 05:45","n/e","n/e","n/e","n/e","n/e","223","1","Deficit","Final"
"15.02.2022 05:45 - 15.02.2022 06:00","n/e","n/e","n/e","n/e","n/e","159","8","Deficit","Final"
"15.02.2022 06:00 - 15.02.2022 06:15","n/e","n/e","n/e","n/e","n/e","100","-2","Deficit","Final"
"15.02.2022 06:15 - 15.02.2022 06:30","n/e","n/e","n/e","n/e","n/e","75","1","Deficit","Final"
"15.02.2022 06:30 - 15.02.2022 06:45","n/e","n/e","n/e","n/e","n/e","23","-4","Deficit","Final"
"15.02.2022 06:45 - 15.02.2022 07:00","n/e","n/e","n/e","n/e","n/e","118","-1","Deficit","Final"
"15.02.2022 07:00 - 15.02.2022 07:15","n/e","n/e","n/e","n/e","n/e","95","11","Deficit","Final"
"15.02.2022 07:15 - 15.02.2022 07:30","n/e","n/e","n/e","n/e","n/e","138","-3","Deficit","Final"
"15.02.2022 07:30 - 15.02.2022 07:45","n/e","n/e","n/e","n/e","n/e","79","-8","Deficit","Final"
"15.02.2022 07:45 - 15.02.2022 08:00","n/e","n/e","n/e","n/e","n/e","25","1","Deficit","Final"
"15.02.2022 08:00 - 15.02.2022 08:15","n/e","n/e","n/e","n/e","n/e","48","1","Deficit","Final"
"15.02.2022 08:15 - 15.02.2022 08:30","n/e","n/e","n/e","n/e","n/e","101","3","Deficit","Final"
"15.02.2022 08:30 - 15.02.2022 08:45","n/e","n/e","n/e","n/e","n/e","126","-3","Deficit","Final"
"15.02.2022 08:45 - 15.02.2022 09:00","n/e","n/e","n/e","n/e","n/e","178","0","Deficit","Final"
"15.02.2022 09:00 - 15.02.2022 09:15","n/e","n/e","n/e","n/e","n/e","50","-3","Deficit","Final"
"15.02.2022 09:15 - 15.02.2022 09:30","n/e","n/e","n/e","n/e","n/e","15","7","Surplus","Final"
"15.02.2022 09:30 - 15.02.2022 09:45","n/e","n/e","n/e","n/e","n/e","3","4","Deficit","Final"
"15.02.2022 09:45 - 15.02.2022 10:00","n/e","n/e","n/e","n/e","n/e","76","-5","Deficit","Final"
"15.02.2022 10:00 - 15.02.2022 10:15","n/e","n/e","n/e","n/e","n/e","154","-12","Deficit","Final"
"15.02.2022 10:15 - 15.02.2022 10:30","n/e","n/e","n/e","n/e","n/e","71","7","Deficit","Final"
"15.02.2022 10:30 - 15.02.2022 10:45","n/e","n/e","n/e","n/e","n/e","32","0","Deficit","Final"
"15.02.2022 10:45 - 15.02.2022 11:00","n/e","n/e","n/e","n/e","n/e","48","6","Surplus","Final"
"15.02.2022 11:00 - 15.02.2022 11:15","n/e","n/e","n/e","n/e","n/e","33","-3","Surplus","Final"
"15.02.2022 11:15 - 15.02.2022 11:30","n/e","n/e","n/e","n/e","n/e","71","9","Surplus","Final"
"15.02.2022 11:30 - 15.02.2022 11:45","n/e","n/e","n/e","n/e","n/e","94","7","Surplus","Final"
"15.02.2022 11:45 - 15.02.2022 12:00","n/e","n/e","n/e","n/e","n/e","112","4","Surplus","Final"
"15.02.2022 12:00 - 15.02.2022 12:15","n/e","n/e","n/e","n/e","n/e","32","1","Deficit","Final"
"15.02.2022 12:15 - 15.02.2022 12:30","n/e","n/e","n/e","n/e","n/e","71","4","Deficit","Final"
"15.02.2022 12:30 - 15.02.2022 12:45","n/e","n/e","n/e","n/e","n/e","69","2","Deficit","Final"
"15.02.2022 12:45 - 15.02.2022 13:00","n/e","n/e","n/e","n/e","n/e","105","4","Deficit","Final"
"15.02.2022 13:00 - 15.02.2022 13:15","n/e","n/e","n/e","n/e","n/e","2","2","Deficit","Final"
"15.02.2022 13:15 - 15.02.2022 13:30","n/e","n/e","n/e","n/e","n/e","9","3","Deficit","Final"
"15.02.2022 13:30 - 15.02.2022 13:45","n/e","n/e","n/e","n/e","n/e","59","-4","Surplus","Final"
"15.02.2022 13:45 - 15.02.2022 14:00","n/e","n/e","n/e","n/e","n/e","103","5","Surplus","Final"
"15.02.2022 14:00 - 15.02.2022 14:15","n/e","n/e","n/e","n/e","n/e","22","3","Surplus","Final"
"15.02.2022 14:15 - 15.02.2022 14:30","n/e","n/e","n/e","n/e","n/e","14","-5","Deficit","Final"
"15.02.2022 14:30 - 15.02.2022 14:45","n/e","n/e","n/e","n/e","n/e","28","1","Deficit","Final"
"15.02.2022 14:45 - 15.02.2022 15:00","n/e","n/e","n/e","n/e","n/e","23","0","Surplus","Final"
"15.02.2022 15:00 - 15.02.2022 15:15","n/e","n/e","n/e","n/e","n/e","2","5","Surplus","Final"
"15.02.2022 15:15 - 15.02.2022 15:30","n/e","n/e","n/e","n/e","n/e","30","-3","Surplus","Final"
"15.02.2022 15:30 - 15.02.2022 15:45","n/e","n/e","n/e","n/e","n/e","107","-5","Surplus","Final"
"15.02.2022 15:45 - 15.02.2022 16:00","n/e","n/e","n/e","n/e","n/e","130","-2","Surplus","Final"
"15.02.2022 16:00 - 15.02.2022 16:15","n/e","n/e","n/e","n/e","n/e","92","-4","Surplus","Final"
"15.02.2022 16:15 - 15.02.2022 16:30","n/e","n/e","n/e","n/e","n/e","74","-4","Surplus","Final"
"15.02.2022 16:30 - 15.02.2022 16:45","n/e","n/e","n/e","n/e","n/e","97","-6","Surplus","Final"
"15.02.2022 16:45 - 15.02.2022 17:00","n/e","n/e","n/e","n/e","n/e","126","-1","Surplus","Final"
"15.02.2022 17:00 - 15.02.2022 17:15","n/e","n/e","n/e","n/e","n/e","9","0","Deficit","Final"
"15.02.2022 17:15 - 15.02.2022 17:30","n/e","n/e","n/e","n/e","n/e","116","-8","Deficit","Final"
"15.02.2022 17:30 - 15.02.2022 17:45","n/e","n/e","n/e","n/e","n/e","125","-5","Deficit","Final"
"15.02.2022 17:45 - 15.02.2022 18:00","n/e","n/e","n/e","n/e","n/e","60","-6","Deficit","Final"
"15.02.2022 18:00 - 15.02.2022 18:15","n/e","n/e","n/e","n/e","n/e","179","-1","Deficit","Final"
"15.02.2022 18:15 - 15.02.2022 18:30","n/e","n/e","n/e","n/e","n/e","221","-3","Deficit","Final"
"15.02.2022 18:30 - 15.02.2022 18:45","n/e","n/e","n/e","n/e","n/e","104","2","Deficit","Final"
"15.02.2022 18:45 - 15.02.2022 19:00","n/e","n/e","n/e","n/e","n/e","4","-1","Surplus","Final"
"15.02.2022 19:00 - 15.02.2022 19:15","n/e","n/e","n/e","n/e","n/e","22","-2","Surplus","Final"
"15.02.2022 19:15 - 15.02.2022 19:30","n/e","n/e","n/e","n/e","n/e","17","0","Surplus","Final"
"15.02.2022 19:30 - 15.02.2022 19:45","n/e","n/e","n/e","n/e","n/e","105","0","Deficit","Final"
"15.02.2022 19:45 - 15.02.2022 20:00","n/e","n/e","n/e","n/e","n/e","126","9","Deficit","Final"
"15.02.2022 20:00 - 15.02.2022 20:15","n/e","n/e","n/e","n/e","n/e","99","-12","Deficit","Final"
"15.02.2022 20:15 - 15.02.2022 20:30","n/e","n/e","n/e","n/e","n/e","100","0","Deficit","Final"
"15.02.2022 20:30 - 15.02.2022 20:45","n/e","n/e","n/e","n/e","n/e","84","3","Deficit","Final"
"15.02.2022 20:45 - 15.02.2022 21:00","n/e","n/e","n/e","n/e","n/e","84","7","Deficit","Final"
"15.02.2022 21:00 - 15.02.2022 21:15","n/e","n/e","n/e","n/e","n/e","104","-7","Deficit","Final"
"15.02.2022 21:15 - 15.02.2022 21:30","n/e","n/e","n/e","n/e","n/e","98","8","Deficit","Final"
"15.02.2022 21:30 - 15.02.2022 21:45","n/e","n/e","n/e","n/e","n/e","125","12","Deficit","Final"
"15.02.2022 21:45 - 15.02.2022 22:00","n/e","n/e","n/e","n/e","n/e","84","19","Deficit","Final"
"15.02.2022 22:00 - 15.02.2022 22:15","n/e","n/e","n/e","n/e","n/e","181","-12","Deficit","Final"
"15.02.2022 22:15 - 15.02.2022 22:30","n/e","n/e","n/e","n/e","n/e","148","2","Deficit","Final"
"15.02.2022 22:30 - 15.02.2022 22:45","n/e","n/e","n/e","n/e","n/e","122","-4","Deficit","Final"
"15.02.2022 22:45 - 15.02.2022 23:00","n/e","n/e","n/e","n/e","n/e","74","5","Deficit","Final"
"15.02.2022 23:00 - 15.02.2022 23:15","n/e","n/e","n/e","n/e","n/e","46","-6","Surplus","Final"
"15.02.2022 23:15 - 15.02.2022 23:30","n/e","n/e","n/e","n/e","n/e","52","2","Surplus","Final"
"15.02.2022 23:30 - 15.02.2022 23:45","n/e","n/e","n/e","n/e","n/e","31","6","Surplus","Final"
"15.02.2022 23:45 - 16.02.2022 00:00","n/e","n/e","n/e","n/e","n/e","55","9","Surplus","Final"
"16.02.2022 00:00 - 16.02.2022 00:15","n/e","n/e","n/e","n/e","n/e","107","-13","Surplus","Final"
"16.02.2022 00:15 - 16.02.2022 00:30","n/e","n/e","n/e","n/e","n/e","170","-2","Surplus","Final"
"16.02.2022 00:30 - 16.02.2022 00:45","n/e","n/e","n/e","n/e","n/e","184","-2","Surplus","Final"
"16.02.2022 00:45 - 16.02.2022 01:00","n/e","n/e","n/e","n/e","n/e","78","9","Surplus","Final"
