"ISP (UTC)","Reserve Type","Source","Type of Product","Price Type","Load Up Price [EUR/MWh] - SCA|NL","Load Down Price [EUR/MWh] - SCA|NL","Generation Up Price [EUR/MWh] - SCA|NL","Generation Down Price [EUR/MWh] - SCA|NL","Not specified Up Price [EUR/MWh] - SCA|NL","Not specified Down Price [EUR/MWh] - SCA|NL"
"03.01.2021 07:15 - 03.01.2021 07:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-23.47"
"03.01.2021 07:30 - 03.01.2021 07:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","11.72"
"03.01.2021 07:45 - 03.01.2021 08:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.25"
"03.01.2021 08:00 - 03.01.2021 08:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","26.25"
"03.01.2021 08:15 - 03.01.2021 08:30","aFRR","Not Specified","N/A","AVERAGE","","","","","54.88","19.25"
"03.01.2021 08:30 - 03.01.2021 08:45","aFRR","Not Specified","N/A","AVERAGE","","","","","198.23","0.00"
"03.01.2021 08:45 - 03.01.2021 09:00","aFRR","Not Specified","N/A","AVERAGE","","","","","66.13","0.00"
"03.01.2021 09:00 - 03.01.2021 09:15","aFRR","Not Specified","N/A","AVERAGE","","","","","52.10","0.00"
"03.01.2021 09:15 - 03.01.2021 09:30","aFRR","Not Specified","N/A","AVERAGE","","","","","49.10","0.00"
"03.01.2021 09:30 - 03.01.2021 09:45","aFRR","Not Specified","N/A","AVERAGE","","","","","52.10","0.00"
"03.01.2021 09:45 - 03.01.2021 10:00","aFRR","Not Specified","N/A","AVERAGE","","","","","405.22","0.00"
"03.01.2021 10:00 - 03.01.2021 10:15","aFRR","Not Specified","N/A","AVERAGE","","","","","54.98","34.77"
"03.01.2021 10:15 - 03.01.2021 10:30","aFRR","Not Specified","N/A","AVERAGE","","","","","43.73","29.77"
"03.01.2021 10:30 - 03.01.2021 10:45","aFRR","Not Specified","N/A","AVERAGE","","","","","45.98","0.00"
"03.01.2021 10:45 - 03.01.2021 11:00","aFRR","Not Specified","N/A","AVERAGE","","","","","66.24","0.00"
"03.01.2021 11:00 - 03.01.2021 11:15","aFRR","Not Specified","N/A","AVERAGE","","","","","397.92","0.00"
"03.01.2021 11:15 - 03.01.2021 11:30","aFRR","Not Specified","N/A","AVERAGE","","","","","60.88","0.00"
"03.01.2021 11:30 - 03.01.2021 11:45","aFRR","Not Specified","N/A","AVERAGE","","","","","54.88","0.00"
"03.01.2021 11:45 - 03.01.2021 12:00","aFRR","Not Specified","N/A","AVERAGE","","","","","59.49","0.00"
"03.01.2021 12:00 - 03.01.2021 12:15","aFRR","Not Specified","N/A","AVERAGE","","","","","99.44","0.00"
"03.01.2021 12:15 - 03.01.2021 12:30","aFRR","Not Specified","N/A","AVERAGE","","","","","135.47","10.94"
"03.01.2021 12:30 - 03.01.2021 12:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","10.94"
"03.01.2021 12:45 - 03.01.2021 13:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","4.41"
"03.01.2021 13:00 - 03.01.2021 13:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","26.14"
"03.01.2021 13:15 - 03.01.2021 13:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-12.35"
"03.01.2021 13:30 - 03.01.2021 13:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","19.25"
"03.01.2021 13:45 - 03.01.2021 14:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","12.00"
"03.01.2021 14:00 - 03.01.2021 14:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","31.25"
"03.01.2021 14:15 - 03.01.2021 14:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-22.32"
"03.01.2021 14:30 - 03.01.2021 14:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","26.94"
"03.01.2021 14:45 - 03.01.2021 15:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","6.42"
"03.01.2021 15:00 - 03.01.2021 15:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","13.54"
"03.01.2021 15:15 - 03.01.2021 15:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","35.78"
"03.01.2021 15:30 - 03.01.2021 15:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"03.01.2021 15:45 - 03.01.2021 16:00","aFRR","Not Specified","N/A","AVERAGE","","","","","59.16","0.00"
"03.01.2021 16:00 - 03.01.2021 16:15","aFRR","Not Specified","N/A","AVERAGE","","","","","60.98","0.00"
"03.01.2021 16:15 - 03.01.2021 16:30","aFRR","Not Specified","N/A","AVERAGE","","","","","51.90","0.00"
"03.01.2021 16:30 - 03.01.2021 16:45","aFRR","Not Specified","N/A","AVERAGE","","","","","54.94","0.00"
"03.01.2021 16:45 - 03.01.2021 17:00","aFRR","Not Specified","N/A","AVERAGE","","","","","49.51","0.00"
"03.01.2021 17:00 - 03.01.2021 17:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","12.27"
"03.01.2021 17:15 - 03.01.2021 17:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","15.00"
"03.01.2021 17:30 - 03.01.2021 17:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","4.34"
"03.01.2021 17:45 - 03.01.2021 18:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-25.08"
"03.01.2021 18:00 - 03.01.2021 18:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","10.11"
"03.01.2021 18:15 - 03.01.2021 18:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","11.80"
"03.01.2021 18:30 - 03.01.2021 18:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","23.58"
"03.01.2021 18:45 - 03.01.2021 19:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","19.25"
"03.01.2021 19:00 - 03.01.2021 19:15","aFRR","Not Specified","N/A","AVERAGE","","","","","44.11","8.00"
"03.01.2021 19:15 - 03.01.2021 19:30","aFRR","Not Specified","N/A","AVERAGE","","","","","45.79","42.09"
"03.01.2021 19:30 - 03.01.2021 19:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","6.06"
"03.01.2021 19:45 - 03.01.2021 20:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","19.58"
"03.01.2021 20:00 - 03.01.2021 20:15","aFRR","Not Specified","N/A","AVERAGE","","","","","45.14","8.98"
"03.01.2021 20:15 - 03.01.2021 20:30","aFRR","Not Specified","N/A","AVERAGE","","","","","47.80","0.00"
"03.01.2021 20:30 - 03.01.2021 20:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-2.35"
"03.01.2021 20:45 - 03.01.2021 21:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","21.08"
"03.01.2021 21:00 - 03.01.2021 21:15","aFRR","Not Specified","N/A","AVERAGE","","","","","116.93","37.25"
"03.01.2021 21:15 - 03.01.2021 21:30","aFRR","Not Specified","N/A","AVERAGE","","","","","48.13","29.18"
"03.01.2021 21:30 - 03.01.2021 21:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-22.10"
"03.01.2021 21:45 - 03.01.2021 22:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-36.90"
"03.01.2021 22:00 - 03.01.2021 22:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-136.50"
"03.01.2021 22:15 - 03.01.2021 22:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-23.60"
"03.01.2021 22:30 - 03.01.2021 22:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-32.86"
"03.01.2021 22:45 - 03.01.2021 23:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-53.24"
"03.01.2021 23:00 - 03.01.2021 23:15","aFRR","Not Specified","N/A","AVERAGE","","","","","43.50","34.30"
"03.01.2021 23:15 - 03.01.2021 23:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.08"
"03.01.2021 23:30 - 03.01.2021 23:45","aFRR","Not Specified","N/A","AVERAGE","","","","","55.36","0.00"
"03.01.2021 23:45 - 04.01.2021 00:00","aFRR","Not Specified","N/A","AVERAGE","","","","","47.46","0.00"
"04.01.2021 00:00 - 04.01.2021 00:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","39.81"
"04.01.2021 00:15 - 04.01.2021 00:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","20.54"
"04.01.2021 00:30 - 04.01.2021 00:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","28.55"
"04.01.2021 00:45 - 04.01.2021 01:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-27.06"
"04.01.2021 01:00 - 04.01.2021 01:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","24.18"
"04.01.2021 01:15 - 04.01.2021 01:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","24.74"
"04.01.2021 01:30 - 04.01.2021 01:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","28.27"
"04.01.2021 01:45 - 04.01.2021 02:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","25.02"
"04.01.2021 02:00 - 04.01.2021 02:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","13.27"
"04.01.2021 02:15 - 04.01.2021 02:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","23.74"
"04.01.2021 02:30 - 04.01.2021 02:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","23.01"
"04.01.2021 02:45 - 04.01.2021 03:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-36.69"
"04.01.2021 03:00 - 04.01.2021 03:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-27.91"
"04.01.2021 03:15 - 04.01.2021 03:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-49.13"
"04.01.2021 03:30 - 04.01.2021 03:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-30.56"
"04.01.2021 03:45 - 04.01.2021 04:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-48.90"
"04.01.2021 04:00 - 04.01.2021 04:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-31.57"
"04.01.2021 04:15 - 04.01.2021 04:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","8.55"
"04.01.2021 04:30 - 04.01.2021 04:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","6.77"
"04.01.2021 04:45 - 04.01.2021 05:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-114.10"
"04.01.2021 05:00 - 04.01.2021 05:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-11.03"
"04.01.2021 05:15 - 04.01.2021 05:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-118.25"
"04.01.2021 05:30 - 04.01.2021 05:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","7.80"
"04.01.2021 05:45 - 04.01.2021 06:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","5.96"
"04.01.2021 06:00 - 04.01.2021 06:15","aFRR","Not Specified","N/A","AVERAGE","","","","","77.58","0.00"
"04.01.2021 06:15 - 04.01.2021 06:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.45"
"04.01.2021 06:30 - 04.01.2021 06:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","37.45"
"04.01.2021 06:45 - 04.01.2021 07:00","aFRR","Not Specified","N/A","AVERAGE","","","","","57.81","40.66"
"04.01.2021 07:00 - 04.01.2021 07:15","aFRR","Not Specified","N/A","AVERAGE","","","","","48.77","40.24"
"04.01.2021 07:15 - 04.01.2021 07:30","aFRR","Not Specified","N/A","AVERAGE","","","","","86.27","0.00"
"04.01.2021 07:30 - 04.01.2021 07:45","aFRR","Not Specified","N/A","AVERAGE","","","","","145.40","0.00"
"04.01.2021 07:45 - 04.01.2021 08:00","aFRR","Not Specified","N/A","AVERAGE","","","","","56.27","45.21"
"04.01.2021 08:00 - 04.01.2021 08:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","26.45"
"04.01.2021 08:15 - 04.01.2021 08:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.45"
"04.01.2021 08:30 - 04.01.2021 08:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.45"
"04.01.2021 08:45 - 04.01.2021 09:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","26.74"
"04.01.2021 09:00 - 04.01.2021 09:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.45"
"04.01.2021 09:15 - 04.01.2021 09:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.99"
"04.01.2021 09:30 - 04.01.2021 09:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","26.45"
"04.01.2021 09:45 - 04.01.2021 10:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","15.49"
"04.01.2021 10:00 - 04.01.2021 10:15","aFRR","Not Specified","N/A","AVERAGE","","","","","61.40","37.99"
"04.01.2021 10:15 - 04.01.2021 10:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","40.24"
"04.01.2021 10:30 - 04.01.2021 10:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","39.66"
"04.01.2021 10:45 - 04.01.2021 11:00","aFRR","Not Specified","N/A","AVERAGE","","","","","49.26","45.13"
"04.01.2021 11:00 - 04.01.2021 11:15","aFRR","Not Specified","N/A","AVERAGE","","","","","450.00","0.00"
"04.01.2021 11:15 - 04.01.2021 11:30","aFRR","Not Specified","N/A","AVERAGE","","","","","48.58","0.00"
"04.01.2021 11:30 - 04.01.2021 11:45","aFRR","Not Specified","N/A","AVERAGE","","","","","53.79","0.00"
"04.01.2021 11:45 - 04.01.2021 12:00","aFRR","Not Specified","N/A","AVERAGE","","","","","45.40","0.00"
"04.01.2021 12:00 - 04.01.2021 12:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","26.09"
"04.01.2021 12:15 - 04.01.2021 12:30","aFRR","Not Specified","N/A","AVERAGE","","","","","52.10","0.00"
"04.01.2021 12:30 - 04.01.2021 12:45","aFRR","Not Specified","N/A","AVERAGE","","","","","48.54","0.00"
"04.01.2021 12:45 - 04.01.2021 13:00","aFRR","Not Specified","N/A","AVERAGE","","","","","48.40","0.00"
"04.01.2021 13:00 - 04.01.2021 13:15","aFRR","Not Specified","N/A","AVERAGE","","","","","45.10","43.98"
"04.01.2021 13:15 - 04.01.2021 13:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","39.33"
"04.01.2021 13:30 - 04.01.2021 13:45","aFRR","Not Specified","N/A","AVERAGE","","","","","43.70","43.89"
"04.01.2021 13:45 - 04.01.2021 14:00","aFRR","Not Specified","N/A","AVERAGE","","","","","49.18","0.00"
"04.01.2021 14:00 - 04.01.2021 14:15","aFRR","Not Specified","N/A","AVERAGE","","","","","51.23","0.00"
"04.01.2021 14:15 - 04.01.2021 14:30","aFRR","Not Specified","N/A","AVERAGE","","","","","48.10","0.00"
"04.01.2021 14:30 - 04.01.2021 14:45","aFRR","Not Specified","N/A","AVERAGE","","","","","48.10","0.00"
"04.01.2021 14:45 - 04.01.2021 15:00","aFRR","Not Specified","N/A","AVERAGE","","","","","48.78","0.00"
"04.01.2021 15:00 - 04.01.2021 15:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","15.49"
"04.01.2021 15:15 - 04.01.2021 15:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","39.05"
"04.01.2021 15:30 - 04.01.2021 15:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","35.67"
"04.01.2021 15:45 - 04.01.2021 16:00","aFRR","Not Specified","N/A","AVERAGE","","","","","95.06","0.00"
"04.01.2021 16:00 - 04.01.2021 16:15","aFRR","Not Specified","N/A","AVERAGE","","","","","105.04","0.00"
"04.01.2021 16:15 - 04.01.2021 16:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"04.01.2021 16:30 - 04.01.2021 16:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"04.01.2021 16:45 - 04.01.2021 17:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","40.24"
"04.01.2021 17:00 - 04.01.2021 17:15","aFRR","Not Specified","N/A","AVERAGE","","","","","48.91","-67.05"
"04.01.2021 17:15 - 04.01.2021 17:30","aFRR","Not Specified","N/A","AVERAGE","","","","","51.00","31.24"
"04.01.2021 17:30 - 04.01.2021 17:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","21.49"
"04.01.2021 17:45 - 04.01.2021 18:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","15.00"
"04.01.2021 18:00 - 04.01.2021 18:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.65"
"04.01.2021 18:15 - 04.01.2021 18:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-5.04"
"04.01.2021 18:30 - 04.01.2021 18:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","17.90"
"04.01.2021 18:45 - 04.01.2021 19:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-6.03"
"04.01.2021 19:00 - 04.01.2021 19:15","aFRR","Not Specified","N/A","AVERAGE","","","","","277.99","0.00"
"04.01.2021 19:15 - 04.01.2021 19:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.27"
"04.01.2021 19:30 - 04.01.2021 19:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","14.77"
"04.01.2021 19:45 - 04.01.2021 20:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","26.45"
"04.01.2021 20:00 - 04.01.2021 20:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","25.65"
"04.01.2021 20:15 - 04.01.2021 20:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","37.40"
"04.01.2021 20:30 - 04.01.2021 20:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.40"
"04.01.2021 20:45 - 04.01.2021 21:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","20.90"
"04.01.2021 21:00 - 04.01.2021 21:15","aFRR","Not Specified","N/A","AVERAGE","","","","","53.92","-75.90"
"04.01.2021 21:15 - 04.01.2021 21:30","aFRR","Not Specified","N/A","AVERAGE","","","","","101.81","26.16"
"04.01.2021 21:30 - 04.01.2021 21:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","4.88"
"04.01.2021 21:45 - 04.01.2021 22:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","8.07"
"04.01.2021 22:00 - 04.01.2021 22:15","aFRR","Not Specified","N/A","AVERAGE","","","","","43.70","-130.00"
"04.01.2021 22:15 - 04.01.2021 22:30","aFRR","Not Specified","N/A","AVERAGE","","","","","47.62","-107.47"
"04.01.2021 22:30 - 04.01.2021 22:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-130.00"
"04.01.2021 22:45 - 04.01.2021 23:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-3.89"
"04.01.2021 23:00 - 04.01.2021 23:15","aFRR","Not Specified","N/A","AVERAGE","","","","","49.70","0.00"
"04.01.2021 23:15 - 04.01.2021 23:30","aFRR","Not Specified","N/A","AVERAGE","","","","","43.40","28.62"
"04.01.2021 23:30 - 04.01.2021 23:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","20.70"
"04.01.2021 23:45 - 05.01.2021 00:00","aFRR","Not Specified","N/A","AVERAGE","","","","","48.56","0.00"
"05.01.2021 00:00 - 05.01.2021 00:15","aFRR","Not Specified","N/A","AVERAGE","","","","","47.83","0.00"
"05.01.2021 00:15 - 05.01.2021 00:30","aFRR","Not Specified","N/A","AVERAGE","","","","","61.30","30.54"
"05.01.2021 00:30 - 05.01.2021 00:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","25.26"
"05.01.2021 00:45 - 05.01.2021 01:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","27.79"
"05.01.2021 01:00 - 05.01.2021 01:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","23.02"
"05.01.2021 01:15 - 05.01.2021 01:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","25.52"
"05.01.2021 01:30 - 05.01.2021 01:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","25.52"
"05.01.2021 01:45 - 05.01.2021 02:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","23.02"
"05.01.2021 02:00 - 05.01.2021 02:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","26.82"
"05.01.2021 02:15 - 05.01.2021 02:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","23.03"
"05.01.2021 02:30 - 05.01.2021 02:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","23.03"
"05.01.2021 02:45 - 05.01.2021 03:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","18.03"
"05.01.2021 03:00 - 05.01.2021 03:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","10.52"
"05.01.2021 03:15 - 05.01.2021 03:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-3.58"
"05.01.2021 03:30 - 05.01.2021 03:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","27.09"
"05.01.2021 03:45 - 05.01.2021 04:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","29.94"
"05.01.2021 04:00 - 05.01.2021 04:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","10.00"
"05.01.2021 04:15 - 05.01.2021 04:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-49.74"
"05.01.2021 04:30 - 05.01.2021 04:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-11.79"
"05.01.2021 04:45 - 05.01.2021 05:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","10.00"
"05.01.2021 05:00 - 05.01.2021 05:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","32.82"
"05.01.2021 05:15 - 05.01.2021 05:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","23.36"
"05.01.2021 05:30 - 05.01.2021 05:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","36.98"
"05.01.2021 05:45 - 05.01.2021 06:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-46.67"
"05.01.2021 06:00 - 05.01.2021 06:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","26.94"
"05.01.2021 06:15 - 05.01.2021 06:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-20.28"
"05.01.2021 06:30 - 05.01.2021 06:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","36.21"
"05.01.2021 06:45 - 05.01.2021 07:00","aFRR","Not Specified","N/A","AVERAGE","","","","","94.80","0.00"
"05.01.2021 07:00 - 05.01.2021 07:15","aFRR","Not Specified","N/A","AVERAGE","","","","","44.14","8.57"
"05.01.2021 07:15 - 05.01.2021 07:30","aFRR","Not Specified","N/A","AVERAGE","","","","","48.37","38.92"
"05.01.2021 07:30 - 05.01.2021 07:45","aFRR","Not Specified","N/A","AVERAGE","","","","","279.24","0.00"
"05.01.2021 07:45 - 05.01.2021 08:00","aFRR","Not Specified","N/A","AVERAGE","","","","","450.00","0.00"
"05.01.2021 08:00 - 05.01.2021 08:15","aFRR","Not Specified","N/A","AVERAGE","","","","","57.32","0.00"
"05.01.2021 08:15 - 05.01.2021 08:30","aFRR","Not Specified","N/A","AVERAGE","","","","","279.24","0.00"
"05.01.2021 08:30 - 05.01.2021 08:45","aFRR","Not Specified","N/A","AVERAGE","","","","","279.24","0.00"
"05.01.2021 08:45 - 05.01.2021 09:00","aFRR","Not Specified","N/A","AVERAGE","","","","","450.00","0.00"
"05.01.2021 09:00 - 05.01.2021 09:15","aFRR","Not Specified","N/A","AVERAGE","","","","","55.77","44.90"
"05.01.2021 09:15 - 05.01.2021 09:30","aFRR","Not Specified","N/A","AVERAGE","","","","","53.65","0.00"
"05.01.2021 09:30 - 05.01.2021 09:45","aFRR","Not Specified","N/A","AVERAGE","","","","","48.86","0.00"
"05.01.2021 09:45 - 05.01.2021 10:00","aFRR","Not Specified","N/A","AVERAGE","","","","","46.90","0.00"
"05.01.2021 10:00 - 05.01.2021 10:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","35.43"
"05.01.2021 10:15 - 05.01.2021 10:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","38.05"
"05.01.2021 10:30 - 05.01.2021 10:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","40.71"
"05.01.2021 10:45 - 05.01.2021 11:00","aFRR","Not Specified","N/A","AVERAGE","","","","","44.20","35.43"
"05.01.2021 11:00 - 05.01.2021 11:15","aFRR","Not Specified","N/A","AVERAGE","","","","","61.40","0.00"
"05.01.2021 11:15 - 05.01.2021 11:30","aFRR","Not Specified","N/A","AVERAGE","","","","","52.07","0.00"
