"ISP (UTC)","Reserve Type","Source","Type of Product","Price Type","Load Up Price [EUR/MWh] - SCA|NL","Load Down Price [EUR/MWh] - SCA|NL","Generation Up Price [EUR/MWh] - SCA|NL","Generation Down Price [EUR/MWh] - SCA|NL","Not specified Up Price [EUR/MWh] - SCA|NL","Not specified Down Price [EUR/MWh] - SCA|NL"
"06.08.2021 10:30 - 06.08.2021 10:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-205.25"
"06.08.2021 10:45 - 06.08.2021 11:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-355.25"
"06.08.2021 11:00 - 06.08.2021 11:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-385.25"
"06.08.2021 11:15 - 06.08.2021 11:30","aFRR","Not Specified","N/A","AVERAGE","","","","","90.78","-47.75"
"06.08.2021 11:30 - 06.08.2021 11:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-77.75"
"06.08.2021 11:45 - 06.08.2021 12:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-355.25"
"06.08.2021 12:00 - 06.08.2021 12:15","aFRR","Not Specified","N/A","AVERAGE","","","","","201.98","0.00"
"06.08.2021 12:15 - 06.08.2021 12:30","aFRR","Not Specified","N/A","AVERAGE","","","","","97.75","-355.25"
"06.08.2021 12:30 - 06.08.2021 12:45","aFRR","Not Specified","N/A","AVERAGE","","","","","360.09","-355.25"
"06.08.2021 12:45 - 06.08.2021 13:00","aFRR","Not Specified","N/A","AVERAGE","","","","","96.78","-355.25"
"06.08.2021 13:00 - 06.08.2021 13:15","aFRR","Not Specified","N/A","AVERAGE","","","","","82.33","-47.75"
"06.08.2021 13:15 - 06.08.2021 13:30","aFRR","Not Specified","N/A","AVERAGE","","","","","107.00","0.00"
"06.08.2021 13:30 - 06.08.2021 13:45","aFRR","Not Specified","N/A","AVERAGE","","","","","360.09","0.00"
"06.08.2021 13:45 - 06.08.2021 14:00","aFRR","Not Specified","N/A","AVERAGE","","","","","122.44","0.00"
"06.08.2021 14:00 - 06.08.2021 14:15","aFRR","Not Specified","N/A","AVERAGE","","","","","84.39","-280.25"
"06.08.2021 14:15 - 06.08.2021 14:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-12.75"
"06.08.2021 14:30 - 06.08.2021 14:45","aFRR","Not Specified","N/A","AVERAGE","","","","","83.78","-12.75"
"06.08.2021 14:45 - 06.08.2021 15:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-47.75"
"06.08.2021 15:00 - 06.08.2021 15:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-355.25"
"06.08.2021 15:15 - 06.08.2021 15:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-355.25"
"06.08.2021 15:30 - 06.08.2021 15:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-17.75"
"06.08.2021 15:45 - 06.08.2021 16:00","aFRR","Not Specified","N/A","AVERAGE","","","","","82.45","0.00"
"06.08.2021 16:00 - 06.08.2021 16:15","aFRR","Not Specified","N/A","AVERAGE","","","","","81.58","-247.00"
"06.08.2021 16:15 - 06.08.2021 16:30","aFRR","Not Specified","N/A","AVERAGE","","","","","175.16","-172.00"
"06.08.2021 16:30 - 06.08.2021 16:45","aFRR","Not Specified","N/A","AVERAGE","","","","","96.78","0.00"
"06.08.2021 16:45 - 06.08.2021 17:00","aFRR","Not Specified","N/A","AVERAGE","","","","","96.78","0.00"
"06.08.2021 17:00 - 06.08.2021 17:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-247.00"
"06.08.2021 17:15 - 06.08.2021 17:30","aFRR","Not Specified","N/A","AVERAGE","","","","","96.78","-81.75"
"06.08.2021 17:30 - 06.08.2021 17:45","aFRR","Not Specified","N/A","AVERAGE","","","","","154.00","0.00"
"06.08.2021 17:45 - 06.08.2021 18:00","aFRR","Not Specified","N/A","AVERAGE","","","","","569.39","0.00"
"06.08.2021 18:00 - 06.08.2021 18:15","aFRR","Not Specified","N/A","AVERAGE","","","","","86.35","-322.00"
"06.08.2021 18:15 - 06.08.2021 18:30","aFRR","Not Specified","N/A","AVERAGE","","","","","98.70","0.00"
"06.08.2021 18:30 - 06.08.2021 18:45","aFRR","Not Specified","N/A","AVERAGE","","","","","109.72","0.00"
"06.08.2021 18:45 - 06.08.2021 19:00","aFRR","Not Specified","N/A","AVERAGE","","","","","364.58","0.00"
"06.08.2021 19:00 - 06.08.2021 19:15","aFRR","Not Specified","N/A","AVERAGE","","","","","82.73","58.62"
"06.08.2021 19:15 - 06.08.2021 19:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"06.08.2021 19:30 - 06.08.2021 19:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"06.08.2021 19:45 - 06.08.2021 20:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"06.08.2021 20:00 - 06.08.2021 20:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-13.67"
"06.08.2021 20:15 - 06.08.2021 20:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-17.75"
"06.08.2021 20:30 - 06.08.2021 20:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-47.75"
"06.08.2021 20:45 - 06.08.2021 21:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-81.75"
"06.08.2021 21:00 - 06.08.2021 21:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","55.73"
"06.08.2021 21:15 - 06.08.2021 21:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"06.08.2021 21:30 - 06.08.2021 21:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","60.48"
"06.08.2021 21:45 - 06.08.2021 22:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-81.75"
"06.08.2021 22:00 - 06.08.2021 22:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","61.54"
"06.08.2021 22:15 - 06.08.2021 22:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"06.08.2021 22:30 - 06.08.2021 22:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","84.78"
"06.08.2021 22:45 - 06.08.2021 23:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","84.78"
"06.08.2021 23:00 - 06.08.2021 23:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","74.03"
"06.08.2021 23:15 - 06.08.2021 23:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"06.08.2021 23:30 - 06.08.2021 23:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","74.03"
"06.08.2021 23:45 - 07.08.2021 00:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.08.2021 00:00 - 07.08.2021 00:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","82.78"
"07.08.2021 00:15 - 07.08.2021 00:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","78.85"
"07.08.2021 00:30 - 07.08.2021 00:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","82.78"
"07.08.2021 00:45 - 07.08.2021 01:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","72.78"
"07.08.2021 01:00 - 07.08.2021 01:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","78.85"
"07.08.2021 01:15 - 07.08.2021 01:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","80.38"
"07.08.2021 01:30 - 07.08.2021 01:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","78.85"
"07.08.2021 01:45 - 07.08.2021 02:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","82.54"
"07.08.2021 02:00 - 07.08.2021 02:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-10.16"
"07.08.2021 02:15 - 07.08.2021 02:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","30.29"
"07.08.2021 02:30 - 07.08.2021 02:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","66.24"
"07.08.2021 02:45 - 07.08.2021 03:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-26.10"
"07.08.2021 03:00 - 07.08.2021 03:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-105.89"
"07.08.2021 03:15 - 07.08.2021 03:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-25.64"
"07.08.2021 03:30 - 07.08.2021 03:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-8.55"
"07.08.2021 03:45 - 07.08.2021 04:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.08.2021 04:00 - 07.08.2021 04:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.08.2021 04:15 - 07.08.2021 04:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.08.2021 04:30 - 07.08.2021 04:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.08.2021 04:45 - 07.08.2021 05:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.08.2021 05:00 - 07.08.2021 05:15","aFRR","Not Specified","N/A","AVERAGE","","","","","93.32","0.00"
"07.08.2021 05:15 - 07.08.2021 05:30","aFRR","Not Specified","N/A","AVERAGE","","","","","84.19","84.39"
"07.08.2021 05:30 - 07.08.2021 05:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","75.15"
"07.08.2021 05:45 - 07.08.2021 06:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-16.17"
"07.08.2021 06:00 - 07.08.2021 06:15","aFRR","Not Specified","N/A","AVERAGE","","","","","367.35","0.00"
"07.08.2021 06:15 - 07.08.2021 06:30","aFRR","Not Specified","N/A","AVERAGE","","","","","84.97","-20.32"
"07.08.2021 06:30 - 07.08.2021 06:45","aFRR","Not Specified","N/A","AVERAGE","","","","","109.32","-8.69"
"07.08.2021 06:45 - 07.08.2021 07:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-21.26"
"07.08.2021 07:00 - 07.08.2021 07:15","aFRR","Not Specified","N/A","AVERAGE","","","","","124.14","0.00"
"07.08.2021 07:15 - 07.08.2021 07:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","10.64"
"07.08.2021 07:30 - 07.08.2021 07:45","aFRR","Not Specified","N/A","AVERAGE","","","","","81.17","-10.20"
"07.08.2021 07:45 - 07.08.2021 08:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-24.00"
"07.08.2021 08:00 - 07.08.2021 08:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","58.00"
"07.08.2021 08:15 - 07.08.2021 08:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-32.96"
"07.08.2021 08:30 - 07.08.2021 08:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-17.46"
"07.08.2021 08:45 - 07.08.2021 09:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-23.96"
"07.08.2021 09:00 - 07.08.2021 09:15","aFRR","Not Specified","N/A","AVERAGE","","","","","82.64","-10.17"
"07.08.2021 09:15 - 07.08.2021 09:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","33.00"
"07.08.2021 09:30 - 07.08.2021 09:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-146.30"
"07.08.2021 09:45 - 07.08.2021 10:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-146.30"
"07.08.2021 10:00 - 07.08.2021 10:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","56.46"
"07.08.2021 10:15 - 07.08.2021 10:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","78.53"
"07.08.2021 10:30 - 07.08.2021 10:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","64.88"
"07.08.2021 10:45 - 07.08.2021 11:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-10.63"
"07.08.2021 11:00 - 07.08.2021 11:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-17.65"
"07.08.2021 11:15 - 07.08.2021 11:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.08.2021 11:30 - 07.08.2021 11:45","aFRR","Not Specified","N/A","AVERAGE","","","","","99.32","0.00"
"07.08.2021 11:45 - 07.08.2021 12:00","aFRR","Not Specified","N/A","AVERAGE","","","","","86.31","0.00"
"07.08.2021 12:00 - 07.08.2021 12:15","aFRR","Not Specified","N/A","AVERAGE","","","","","99.32","0.00"
"07.08.2021 12:15 - 07.08.2021 12:30","aFRR","Not Specified","N/A","AVERAGE","","","","","85.65","0.00"
"07.08.2021 12:30 - 07.08.2021 12:45","aFRR","Not Specified","N/A","AVERAGE","","","","","367.35","0.00"
"07.08.2021 12:45 - 07.08.2021 13:00","aFRR","Not Specified","N/A","AVERAGE","","","","","110.78","0.00"
"07.08.2021 13:00 - 07.08.2021 13:15","aFRR","Not Specified","N/A","AVERAGE","","","","","86.67","-133.04"
"07.08.2021 13:15 - 07.08.2021 13:30","aFRR","Not Specified","N/A","AVERAGE","","","","","305.35","0.00"
"07.08.2021 13:30 - 07.08.2021 13:45","aFRR","Not Specified","N/A","AVERAGE","","","","","332.15","0.00"
"07.08.2021 13:45 - 07.08.2021 14:00","aFRR","Not Specified","N/A","AVERAGE","","","","","408.13","0.00"
"07.08.2021 14:00 - 07.08.2021 14:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-79.78"
"07.08.2021 14:15 - 07.08.2021 14:30","aFRR","Not Specified","N/A","AVERAGE","","","","","100.00","66.44"
"07.08.2021 14:30 - 07.08.2021 14:45","aFRR","Not Specified","N/A","AVERAGE","","","","","367.35","0.00"
"07.08.2021 14:45 - 07.08.2021 15:00","aFRR","Not Specified","N/A","AVERAGE","","","","","367.35","0.00"
"07.08.2021 15:00 - 07.08.2021 15:15","aFRR","Not Specified","N/A","AVERAGE","","","","","97.28","-6.88"
"07.08.2021 15:15 - 07.08.2021 15:30","aFRR","Not Specified","N/A","AVERAGE","","","","","328.32","0.00"
"07.08.2021 15:30 - 07.08.2021 15:45","aFRR","Not Specified","N/A","AVERAGE","","","","","412.91","0.00"
"07.08.2021 15:45 - 07.08.2021 16:00","aFRR","Not Specified","N/A","AVERAGE","","","","","412.91","0.00"
"07.08.2021 16:00 - 07.08.2021 16:15","aFRR","Not Specified","N/A","AVERAGE","","","","","191.32","26.00"
"07.08.2021 16:15 - 07.08.2021 16:30","aFRR","Not Specified","N/A","AVERAGE","","","","","221.71","0.00"
"07.08.2021 16:30 - 07.08.2021 16:45","aFRR","Not Specified","N/A","AVERAGE","","","","","109.32","0.00"
"07.08.2021 16:45 - 07.08.2021 17:00","aFRR","Not Specified","N/A","AVERAGE","","","","","96.32","66.72"
"07.08.2021 17:00 - 07.08.2021 17:15","aFRR","Not Specified","N/A","AVERAGE","","","","","88.79","0.00"
"07.08.2021 17:15 - 07.08.2021 17:30","aFRR","Not Specified","N/A","AVERAGE","","","","","88.83","0.00"
"07.08.2021 17:30 - 07.08.2021 17:45","aFRR","Not Specified","N/A","AVERAGE","","","","","263.53","0.00"
"07.08.2021 17:45 - 07.08.2021 18:00","aFRR","Not Specified","N/A","AVERAGE","","","","","309.18","0.00"
"07.08.2021 18:00 - 07.08.2021 18:15","aFRR","Not Specified","N/A","AVERAGE","","","","","139.63","0.00"
"07.08.2021 18:15 - 07.08.2021 18:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","65.39"
"07.08.2021 18:30 - 07.08.2021 18:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","77.00"
"07.08.2021 18:45 - 07.08.2021 19:00","aFRR","Not Specified","N/A","AVERAGE","","","","","100.00","0.00"
"07.08.2021 19:00 - 07.08.2021 19:15","aFRR","Not Specified","N/A","AVERAGE","","","","","81.91","0.00"
"07.08.2021 19:15 - 07.08.2021 19:30","aFRR","Not Specified","N/A","AVERAGE","","","","","367.35","0.00"
"07.08.2021 19:30 - 07.08.2021 19:45","aFRR","Not Specified","N/A","AVERAGE","","","","","367.35","0.00"
"07.08.2021 19:45 - 07.08.2021 20:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.08.2021 20:00 - 07.08.2021 20:15","aFRR","Not Specified","N/A","AVERAGE","","","","","84.31","87.32"
"07.08.2021 20:15 - 07.08.2021 20:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","32.00"
"07.08.2021 20:30 - 07.08.2021 20:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","66.62"
"07.08.2021 20:45 - 07.08.2021 21:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","35.90"
"07.08.2021 21:00 - 07.08.2021 21:15","aFRR","Not Specified","N/A","AVERAGE","","","","","126.32","83.02"
"07.08.2021 21:15 - 07.08.2021 21:30","aFRR","Not Specified","N/A","AVERAGE","","","","","91.72","0.00"
"07.08.2021 21:30 - 07.08.2021 21:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.08.2021 21:45 - 07.08.2021 22:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","66.53"
"07.08.2021 22:00 - 07.08.2021 22:15","aFRR","Not Specified","N/A","AVERAGE","","","","","99.47","41.66"
"07.08.2021 22:15 - 07.08.2021 22:30","aFRR","Not Specified","N/A","AVERAGE","","","","","103.48","0.00"
"07.08.2021 22:30 - 07.08.2021 22:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-22.99"
"07.08.2021 22:45 - 07.08.2021 23:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-46.71"
"07.08.2021 23:00 - 07.08.2021 23:15","aFRR","Not Specified","N/A","AVERAGE","","","","","266.25","0.00"
"07.08.2021 23:15 - 07.08.2021 23:30","aFRR","Not Specified","N/A","AVERAGE","","","","","266.25","0.00"
"07.08.2021 23:30 - 07.08.2021 23:45","aFRR","Not Specified","N/A","AVERAGE","","","","","99.47","-82.00"
"07.08.2021 23:45 - 08.08.2021 00:00","aFRR","Not Specified","N/A","AVERAGE","","","","","92.02","-22.00"
"08.08.2021 00:00 - 08.08.2021 00:15","aFRR","Not Specified","N/A","AVERAGE","","","","","175.96","0.00"
"08.08.2021 00:15 - 08.08.2021 00:30","aFRR","Not Specified","N/A","AVERAGE","","","","","93.47","0.00"
"08.08.2021 00:30 - 08.08.2021 00:45","aFRR","Not Specified","N/A","AVERAGE","","","","","99.47","0.00"
"08.08.2021 00:45 - 08.08.2021 01:00","aFRR","Not Specified","N/A","AVERAGE","","","","","96.47","0.00"
"08.08.2021 01:00 - 08.08.2021 01:15","aFRR","Not Specified","N/A","AVERAGE","","","","","303.07","0.00"
"08.08.2021 01:15 - 08.08.2021 01:30","aFRR","Not Specified","N/A","AVERAGE","","","","","175.96","0.00"
"08.08.2021 01:30 - 08.08.2021 01:45","aFRR","Not Specified","N/A","AVERAGE","","","","","150.83","0.00"
"08.08.2021 01:45 - 08.08.2021 02:00","aFRR","Not Specified","N/A","AVERAGE","","","","","227.47","0.00"
"08.08.2021 02:00 - 08.08.2021 02:15","aFRR","Not Specified","N/A","AVERAGE","","","","","297.15","0.00"
"08.08.2021 02:15 - 08.08.2021 02:30","aFRR","Not Specified","N/A","AVERAGE","","","","","99.47","0.00"
"08.08.2021 02:30 - 08.08.2021 02:45","aFRR","Not Specified","N/A","AVERAGE","","","","","152.30","0.00"
"08.08.2021 02:45 - 08.08.2021 03:00","aFRR","Not Specified","N/A","AVERAGE","","","","","202.51","0.00"
"08.08.2021 03:00 - 08.08.2021 03:15","aFRR","Not Specified","N/A","AVERAGE","","","","","87.45","0.00"
"08.08.2021 03:15 - 08.08.2021 03:30","aFRR","Not Specified","N/A","AVERAGE","","","","","87.45","0.00"
"08.08.2021 03:30 - 08.08.2021 03:45","aFRR","Not Specified","N/A","AVERAGE","","","","","87.45","0.00"
"08.08.2021 03:45 - 08.08.2021 04:00","aFRR","Not Specified","N/A","AVERAGE","","","","","84.00","25.08"
"08.08.2021 04:00 - 08.08.2021 04:15","aFRR","Not Specified","N/A","AVERAGE","","","","","32.75","5.00"
"08.08.2021 04:15 - 08.08.2021 04:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"08.08.2021 04:30 - 08.08.2021 04:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-22.64"
"08.08.2021 04:45 - 08.08.2021 05:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-18.09"
"08.08.2021 05:00 - 08.08.2021 05:15","aFRR","Not Specified","N/A","AVERAGE","","","","","95.55","0.00"
"08.08.2021 05:15 - 08.08.2021 05:30","aFRR","Not Specified","N/A","AVERAGE","","","","","88.38","0.00"
"08.08.2021 05:30 - 08.08.2021 05:45","aFRR","Not Specified","N/A","AVERAGE","","","","","89.75","0.00"
"08.08.2021 05:45 - 08.08.2021 06:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"08.08.2021 06:00 - 08.08.2021 06:15","aFRR","Not Specified","N/A","AVERAGE","","","","","17.71","0.00"
"08.08.2021 06:15 - 08.08.2021 06:30","aFRR","Not Specified","N/A","AVERAGE","","","","","11.77","0.00"
"08.08.2021 06:30 - 08.08.2021 06:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","24.83"
"08.08.2021 06:45 - 08.08.2021 07:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-13.60"
"08.08.2021 07:00 - 08.08.2021 07:15","aFRR","Not Specified","N/A","AVERAGE","","","","","96.54","0.00"
"08.08.2021 07:15 - 08.08.2021 07:30","aFRR","Not Specified","N/A","AVERAGE","","","","","32.53","0.00"
"08.08.2021 07:30 - 08.08.2021 07:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-11.25"
"08.08.2021 07:45 - 08.08.2021 08:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-52.00"
"08.08.2021 08:00 - 08.08.2021 08:15","aFRR","Not Specified","N/A","AVERAGE","","","","","138.07","-82.00"
"08.08.2021 08:15 - 08.08.2021 08:30","aFRR","Not Specified","N/A","AVERAGE","","","","","9.43","0.00"
"08.08.2021 08:30 - 08.08.2021 08:45","aFRR","Not Specified","N/A","AVERAGE","","","","","5.53","0.00"
"08.08.2021 08:45 - 08.08.2021 09:00","aFRR","Not Specified","N/A","AVERAGE","","","","","14.08","-142.00"
"08.08.2021 09:00 - 08.08.2021 09:15","aFRR","Not Specified","N/A","AVERAGE","","","","","40.18","0.00"
"08.08.2021 09:15 - 08.08.2021 09:30","aFRR","Not Specified","N/A","AVERAGE","","","","","25.63","0.00"
"08.08.2021 09:30 - 08.08.2021 09:45","aFRR","Not Specified","N/A","AVERAGE","","","","","2.38","-112.00"
"08.08.2021 09:45 - 08.08.2021 10:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-18.42"
"08.08.2021 10:00 - 08.08.2021 10:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"08.08.2021 10:15 - 08.08.2021 10:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-9.25"
"08.08.2021 10:30 - 08.08.2021 10:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-14.17"
"08.08.2021 10:45 - 08.08.2021 11:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-98.33"
"08.08.2021 11:00 - 08.08.2021 11:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-32.94"
"08.08.2021 11:15 - 08.08.2021 11:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-291.90"
"08.08.2021 11:30 - 08.08.2021 11:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-291.90"
"08.08.2021 11:45 - 08.08.2021 12:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-306.90"
"08.08.2021 12:00 - 08.08.2021 12:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-26.15"
"08.08.2021 12:15 - 08.08.2021 12:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-336.90"
"08.08.2021 12:30 - 08.08.2021 12:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-254.40"
"08.08.2021 12:45 - 08.08.2021 13:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-336.90"
"08.08.2021 13:00 - 08.08.2021 13:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-291.90"
"08.08.2021 13:15 - 08.08.2021 13:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-254.40"
"08.08.2021 13:30 - 08.08.2021 13:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-291.90"
"08.08.2021 13:45 - 08.08.2021 14:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-52.00"
"08.08.2021 14:00 - 08.08.2021 14:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-336.90"
"08.08.2021 14:15 - 08.08.2021 14:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-172.00"
"08.08.2021 14:30 - 08.08.2021 14:45","aFRR","Not Specified","N/A","AVERAGE","","","","","40.18","-291.90"
"08.08.2021 14:45 - 08.08.2021 15:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","9.20"
"08.08.2021 15:00 - 08.08.2021 15:15","aFRR","Not Specified","N/A","AVERAGE","","","","","5.53","-142.00"
"08.08.2021 15:15 - 08.08.2021 15:30","aFRR","Not Specified","N/A","AVERAGE","","","","","-0.37","0.00"
"08.08.2021 15:30 - 08.08.2021 15:45","aFRR","Not Specified","N/A","AVERAGE","","","","","3.05","0.00"
"08.08.2021 15:45 - 08.08.2021 16:00","aFRR","Not Specified","N/A","AVERAGE","","","","","156.85","0.00"
"08.08.2021 16:00 - 08.08.2021 16:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-63.69"
"08.08.2021 16:15 - 08.08.2021 16:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","65.74"
"08.08.2021 16:30 - 08.08.2021 16:45","aFRR","Not Specified","N/A","AVERAGE","","","","","217.79","0.00"
"08.08.2021 16:45 - 08.08.2021 17:00","aFRR","Not Specified","N/A","AVERAGE","","","","","303.07","0.00"
"08.08.2021 17:00 - 08.08.2021 17:15","aFRR","Not Specified","N/A","AVERAGE","","","","","90.00","-209.50"
"08.08.2021 17:15 - 08.08.2021 17:30","aFRR","Not Specified","N/A","AVERAGE","","","","","109.54","0.00"
"08.08.2021 17:30 - 08.08.2021 17:45","aFRR","Not Specified","N/A","AVERAGE","","","","","297.15","0.00"
"08.08.2021 17:45 - 08.08.2021 18:00","aFRR","Not Specified","N/A","AVERAGE","","","","","236.29","0.00"
"08.08.2021 18:00 - 08.08.2021 18:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-247.00"
"08.08.2021 18:15 - 08.08.2021 18:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"08.08.2021 18:30 - 08.08.2021 18:45","aFRR","Not Specified","N/A","AVERAGE","","","","","147.71","0.00"
"08.08.2021 18:45 - 08.08.2021 19:00","aFRR","Not Specified","N/A","AVERAGE","","","","","147.71","0.00"
"08.08.2021 19:00 - 08.08.2021 19:15","aFRR","Not Specified","N/A","AVERAGE","","","","","93.54","-172.00"
"08.08.2021 19:15 - 08.08.2021 19:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
